method,instance_id,alpha_t,alpha_c,makespan_mean,makespan_std,cost_mean,cost_std,n_seeds,cid,makespan_norm,cost_norm,score,rank
SAC,M8_A10_R4_J2,0.0,1.0,768.85,125.68435935761661,642.6,109.22521397745601,20,C16,0.8869274809160304,1.0,1.0,9.0
SAC,M8_A10_R4_J2,0.25,0.75,779.6,98.5665299110882,727.65,140.34291649572597,20,C16,1.0,1.0,1.0,9.0
SAC,M8_A10_R4_J2,0.5,0.5,763.3333333333334,53.52490265921429,680.5,138.50726752735662,20,C16,0.882637185635319,1.0,0.9413185928176595,8.0
SAC,M8_A10_R4_J2,0.75,0.25,760.2166666666667,68.39887956060537,745.6,153.2752597882577,20,C16,0.7793533450843178,1.0,0.8345150088132383,8.0
SAC,M8_A10_R4_J2,1.0,0.0,775.45,91.1027165937451,841.8,172.5073911460028,20,C16,0.9709589041095893,0.8097936058276002,0.9709589041095893,8.0
SAC,M8_A10_R6_J3,0.0,1.0,1108.9833333333331,125.4185145868407,598.2,103.26746061103968,20,C17,0.25280351600552725,0.680519832137539,0.680519832137539,7.0
SAC,M8_A10_R6_J3,0.25,0.75,1082.4916666666668,135.61167982396782,584.65,125.45297923923528,20,C17,0.4669163190044284,0.6366918650569784,0.5942479785438409,6.0
SAC,M8_A10_R6_J3,0.5,0.5,1080.575,120.3727577323605,712.1,172.25987100278098,20,C17,0.47423096900790696,0.9968465736810189,0.735538771344463,7.0
SAC,M8_A10_R6_J3,0.75,0.25,1058.6083333333333,136.22559629084145,682.1,179.04098325302652,20,C17,0.4217947349968751,0.897925700222665,0.5408274763033225,7.0
SAC,M8_A10_R6_J3,1.0,0.0,1023.85,94.99416571804728,639.55,112.3994170241484,20,C17,0.3439563594602354,0.5485074626865665,0.3439563594602354,6.0
SAC,M8_A10_R8_J4,0.0,1.0,2587.733333333333,220.49019285718555,1486.15,387.44538154972315,20,C18,0.7715494691490999,0.7089963929556546,0.7089963929556546,7.0
SAC,M8_A10_R8_J4,0.25,0.75,2770.2416666666663,253.7724868323976,1823.55,527.6671074795069,20,C18,1.0,1.0,1.0,9.0
SAC,M8_A10_R8_J4,0.5,0.5,2799.458333333333,189.91625482045836,1923.4,417.53807264160156,20,C18,1.0,1.0,1.0,9.0
SAC,M8_A10_R8_J4,0.75,0.25,2779.7,281.70561653251593,1892.8,450.5570353520886,20,C18,1.0,1.0,1.0,9.0
SAC,M8_A10_R8_J4,1.0,0.0,2683.733333333333,148.86536167434235,1548.9,476.3885963547429,20,C18,1.0,0.9540144435004251,1.0,9.0
SAC,M8_A6_R4_J2,0.0,1.0,1233.2333333333336,52.61168571414748,456.75,56.56005192434154,20,C10,0.8116303960042822,0.7142206016408386,0.7142206016408386,7.0
SAC,M8_A6_R4_J2,0.25,0.75,1217.3166666666668,71.97591174375673,520.1,62.64679602846086,20,C10,0.6650312221231038,1.0,0.916257805530776,9.0
SAC,M8_A6_R4_J2,0.5,0.5,1205.3833333333334,67.09287226503233,535.2,84.00977386746827,20,C10,0.6087641039097341,1.0,0.804382051954867,7.0
SAC,M8_A6_R4_J2,0.75,0.25,1234.7000000000003,52.30051490806887,521.65,79.97715134238094,20,C10,0.8185338151781105,1.0,0.863900361383583,7.0
SAC,M8_A6_R4_J2,1.0,0.0,1220.9166666666667,68.89299058719115,577.65,84.5852264069547,20,C10,0.909742587161942,0.40231404958677675,0.909742587161942,6.0
SAC,M8_A6_R6_J3,0.0,1.0,2200.675,166.74919426057122,548.5,90.82864143684613,20,C11,0.7679870654810033,0.6553096244715246,0.6553096244715246,7.0
SAC,M8_A6_R6_J3,0.25,0.75,2202.25,205.16609659732396,566.7,115.57777058168054,20,C11,0.8051778192379451,0.7122467771639043,0.7354795376824145,7.0
SAC,M8_A6_R6_J3,0.5,0.5,2273.375,172.19021573462538,600.75,95.56142967801006,20,C11,0.9764157369703762,1.0,0.988207868485188,9.0
SAC,M8_A6_R6_J3,0.75,0.25,2316.883333333333,177.73346478062004,575.9,92.62027742062577,20,C11,0.9885184582859003,0.6570455001002202,0.9056502187394804,7.0
SAC,M8_A6_R6_J3,1.0,0.0,2201.6833333333334,150.6681212086285,570.8,75.47087273630105,20,C11,0.5416487385096813,0.5029420417769931,0.5416487385096813,7.0
SAC,M8_A6_R8_J4,0.0,1.0,3985.066666666667,335.7905936845427,405.15,88.58672527380634,20,C12,0.6801003102544728,0.7963585434173668,0.7963585434173668,7.0
SAC,M8_A6_R8_J4,0.25,0.75,4055.716666666667,266.3302598465701,534.1,149.58078261031991,20,C12,0.9167643610785469,0.9832341806381829,0.9666167257482738,8.0
SAC,M8_A6_R8_J4,0.5,0.5,4051.8583333333336,369.39380274423655,545.25,180.502770061847,20,C12,0.859270099885378,1.0,0.929635049942689,8.0
SAC,M8_A6_R8_J4,0.75,0.25,4115.891666666666,361.48858205500824,745.35,184.85478653598116,20,C12,1.0,1.0,1.0,9.0
SAC,M8_A6_R8_J4,1.0,0.0,3854.9833333333336,355.28170150867703,427.25,89.23586427935918,20,C12,0.7694462505089056,0.5988322415266305,0.7694462505089056,7.0
SAC,M8_A8_R4_J2,0.0,1.0,793.3333333333333,170.77681135987288,826.95,136.04738918944076,20,C13,0.41442739209928503,0.8955837654210623,0.8955837654210623,7.0
SAC,M8_A8_R4_J2,0.25,0.75,821.25,184.3085981627692,811.9,120.41721331752323,20,C13,0.47257801476920813,0.8818795803994827,0.779554188991914,6.0
SAC,M8_A8_R4_J2,0.5,0.5,806.6583333333334,174.08230119032578,879.95,137.2836000478763,20,C13,0.4302364596393946,1.0,0.7151182298196973,7.0
SAC,M8_A8_R4_J2,0.75,0.25,886.4,244.98250564106695,996.7,206.07333901461288,20,C13,0.5894217612379005,1.0,0.6920663209284253,7.0
SAC,M8_A8_R4_J2,1.0,0.0,905.2333333333333,225.53214135378954,1019.3,168.34679119384236,20,C13,0.5118681259867804,0.13677840441036682,0.5118681259867804,7.0
SAC,M8_A8_R6_J3,0.0,1.0,2506.9,226.7736873253993,551.45,116.08140292597759,20,C14,0.46883061587397185,0.6195377392560494,0.6195377392560494,4.0
SAC,M8_A8_R6_J3,0.25,0.75,2532.7833333333333,271.81120415051765,672.45,138.02382517445847,20,C14,0.6736571505885549,1.0,0.9184142876471387,9.0
SAC,M8_A8_R6_J3,0.5,0.5,2546.075,251.5940262018712,719.7,170.09009996252914,20,C14,0.7239152206348234,1.0,0.8619576103174117,9.0
SAC,M8_A8_R6_J3,0.75,0.25,2568.1833333333334,218.99247563778326,668.4,99.27282980172423,20,C14,0.8063497889521017,1.0,0.8547623417140763,8.0
SAC,M8_A8_R6_J3,1.0,0.0,2588.1,243.37809249485218,778.0,148.7336014844202,20,C14,1.0,0.6612726875136672,1.0,9.0
SAC,M8_A8_R8_J4,0.0,1.0,2494.5666666666666,116.47373019080915,1162.0,229.20824822120076,20,C15,0.5153265869365234,0.36043932833456543,0.36043932833456543,4.0
SAC,M8_A8_R8_J4,0.25,0.75,2514.333333333333,165.6102572606588,1265.7,252.489937266919,20,C15,0.6878316906747531,0.4518155547179295,0.5108195887071354,6.0
SAC,M8_A8_R8_J4,0.5,0.5,2605.958333333333,153.12817009488555,1385.9,315.7240467310188,20,C15,1.0,0.7654793821013663,0.8827396910506832,9.0
SAC,M8_A8_R8_J4,0.75,0.25,2598.85,185.8149577886876,1593.25,272.68738125321613,20,C15,1.0,1.0,1.0,9.0
SAC,M8_A8_R8_J4,1.0,0.0,2534.233333333333,115.8485147188909,1301.5,222.63198332674486,20,C15,1.0,0.5940208738722803,1.0,9.0
w/o EdgeAttn,M12_A12_R4_J2,0.0,1.0,701.5166666666667,112.21009299862575,576.6,82.94157740939036,20,C22,1.0,0.27221466070386935,0.27221466070386935,5.0
w/o EdgeAttn,M12_A12_R4_J2,0.25,0.75,470.1333333333333,2.8323527714997363,512.9,53.88379309119521,20,C22,0.0,0.10856985395425732,0.08142739046569299,2.0
w/o EdgeAttn,M12_A12_R4_J2,0.5,0.5,475.8583333333333,10.52764045027624,489.25,36.9734969090592,20,C22,0.0,0.0,0.0,1.0
w/o EdgeAttn,M12_A12_R4_J2,0.75,0.25,469.275,22.633507414776386,521.5,51.95899192733886,20,C22,0.029907912965528336,0.10953668313601193,0.049815105508149236,3.0
w/o EdgeAttn,M12_A12_R4_J2,1.0,0.0,453.5083333333333,61.976426262577476,654.3,46.5404182009121,20,C22,0.041778139246195625,0.0,0.041778139246195625,2.0
w/o EdgeAttn,M12_A12_R6_J3,0.0,1.0,1157.3416666666667,55.607318794460575,1147.0,170.21379744928223,20,C23,0.8574295532646047,0.20077958894401135,0.20077958894401135,3.0
w/o EdgeAttn,M12_A12_R6_J3,0.25,0.75,947.5333333333334,125.1656866829205,1112.6,269.41816451089755,20,C23,0.1447247897410277,0.24758064516129022,0.2218666813062246,4.0
w/o EdgeAttn,M12_A12_R6_J3,0.5,0.5,940.175,72.87372871108842,1030.4,246.04779167770167,20,C23,0.1176987130961389,0.0010078387458007738,0.05935327592096984,1.0
w/o EdgeAttn,M12_A12_R6_J3,0.75,0.25,925.85,60.96890445088812,1133.45,100.01498571924634,20,C23,0.07234775253745743,0.12673362027737928,0.08594421947243788,3.0
w/o EdgeAttn,M12_A12_R6_J3,1.0,0.0,882.7,56.962427341669475,1352.35,208.86214919994737,20,C23,0.2592640082061804,0.3101065178797869,0.2592640082061804,5.0
w/o EdgeAttn,M12_A12_R8_J4,0.0,1.0,1704.5333333333335,93.98237050060106,1117.05,118.55865747872609,20,C24,0.4467461560078697,0.06395407392486654,0.06395407392486654,2.0
w/o EdgeAttn,M12_A12_R8_J4,0.25,0.75,1604.9916666666668,132.72365516497368,1111.1,148.49309748267763,20,C24,0.024862568715641794,0.10865445356917237,0.08770648235578973,2.0
w/o EdgeAttn,M12_A12_R8_J4,0.5,0.5,1691.2166666666667,74.85883596234595,1230.5,208.05376329461723,20,C24,0.4193747112274757,0.21965977851352902,0.31951724487050237,6.0
w/o EdgeAttn,M12_A12_R8_J4,0.75,0.25,1619.7000000000003,91.82320923593322,1561.4,197.757799766333,20,C24,0.3878896394563366,0.4590173829068084,0.4056715753189545,5.0
w/o EdgeAttn,M12_A12_R8_J4,1.0,0.0,1458.35,109.49242143124422,1650.6,194.96839150029047,20,C24,0.3143672072365737,0.8840009830425164,0.3143672072365737,4.0
w/o EdgeAttn,M12_A15_R4_J2,0.0,1.0,620.3,25.049168024376588,758.5,67.4915199351585,20,C25,0.2696541957882232,0.28168416587124817,0.28168416587124817,4.0
w/o EdgeAttn,M12_A15_R4_J2,0.25,0.75,645.8666666666667,93.77808507197233,823.3,144.3373606666359,20,C25,0.4969940955448207,0.35924345519547923,0.3936811152828146,3.0
w/o EdgeAttn,M12_A15_R4_J2,0.5,0.5,588.1166666666666,24.631144408122815,777.65,89.4887673045294,20,C25,0.17470332609058964,0.2013508347139034,0.18802708040224653,4.0
w/o EdgeAttn,M12_A15_R4_J2,0.75,0.25,603.55,44.86295245438021,825.25,97.69386933305057,20,C25,0.18604651162790697,0.13696319018404907,0.17377568126694248,3.0
w/o EdgeAttn,M12_A15_R4_J2,1.0,0.0,530.7916666666667,43.49621462994802,761.9,105.0217521328445,20,C25,0.0,0.0,0.0,1.0
w/o EdgeAttn,M12_A15_R6_J3,0.0,1.0,789.9583333333334,44.163666730292285,1035.8,95.44720226938362,20,C26,0.40809946197469904,0.458311111111111,0.458311111111111,4.0
w/o EdgeAttn,M12_A15_R6_J3,0.25,0.75,739.6416666666667,41.05602629726407,836.35,69.65424005683171,20,C26,0.04347265221878229,0.0,0.010868163054695573,1.0
w/o EdgeAttn,M12_A15_R6_J3,0.5,0.5,726.2833333333333,38.33665508109723,809.9,103.04158588187896,20,C26,0.1689663182346106,0.0,0.0844831591173053,2.0
w/o EdgeAttn,M12_A15_R6_J3,0.75,0.25,729.7833333333333,52.2655472266443,877.05,150.7962986422761,20,C26,0.07090909090909077,0.00505187189896248,0.0544447861565587,2.0
w/o EdgeAttn,M12_A15_R6_J3,1.0,0.0,683.3416666666667,44.72735713864823,1007.9,59.15803989493335,20,C26,0.05910009666930327,0.1650389242745931,0.05910009666930327,4.0
w/o EdgeAttn,M12_A15_R8_J4,0.0,1.0,2021.7916666666665,181.62655983319766,2069.5,385.21156183118524,20,C27,0.09028517628403661,0.19524112586996245,0.19524112586996245,4.0
w/o EdgeAttn,M12_A15_R8_J4,0.25,0.75,1851.375,174.53519622764406,1914.05,354.89872165390926,20,C27,0.0,0.0812155677981162,0.06091167584858715,3.0
w/o EdgeAttn,M12_A15_R8_J4,0.5,0.5,1991.9083333333333,182.74972080202045,2098.85,495.51422253739804,20,C27,0.05436548112431081,0.16705967712679115,0.11071257912555098,4.0
w/o EdgeAttn,M12_A15_R8_J4,0.75,0.25,1734.5249999999996,77.36148298544695,2344.35,408.77020632495635,20,C27,0.0074327358620664245,0.23205715884391065,0.06358884160752748,4.0
w/o EdgeAttn,M12_A15_R8_J4,1.0,0.0,1547.7666666666664,101.40214941722277,2357.45,353.30760043666737,20,C27,0.03281676400406045,0.13063609304376586,0.03281676400406045,2.0
w/o EdgeAttn,M12_A9_R4_J2,0.0,1.0,559.3333333333333,46.9114819047845,836.25,137.4634401156215,20,C19,0.24467952188580205,0.4348169347675911,0.4348169347675911,3.0
w/o EdgeAttn,M12_A9_R4_J2,0.25,0.75,487.15,62.68313286841071,713.25,190.83166321187508,20,C19,0.017057279884173302,0.09734425905814977,0.07727251426465566,2.0
w/o EdgeAttn,M12_A9_R4_J2,0.5,0.5,529.1166666666667,61.55157823830133,836.1,186.03675358436712,20,C19,0.1558092679650778,0.24525377760557926,0.20053152278532854,5.0
w/o EdgeAttn,M12_A9_R4_J2,0.75,0.25,549.05,80.304976068028,979.25,220.072924516541,20,C19,0.38394177629018433,0.540045766590389,0.42296777386523554,5.0
w/o EdgeAttn,M12_A9_R4_J2,1.0,0.0,416.2833333333333,15.08311282188333,763.75,35.81513205630445,20,C19,0.0,0.0,0.0,1.0
w/o EdgeAttn,M12_A9_R6_J3,0.0,1.0,811.2416666666667,56.22587786869371,1065.85,319.94444830313904,20,C20,0.4997310604493359,0.5101392621548986,0.5101392621548986,4.0
w/o EdgeAttn,M12_A9_R6_J3,0.25,0.75,713.0583333333334,33.05379608566185,842.25,164.36092345169743,20,C20,0.2535751919313568,0.19372900335946247,0.20869055050243604,4.0
w/o EdgeAttn,M12_A9_R6_J3,0.5,0.5,702.925,46.14224368240867,836.25,204.18796165349838,20,C20,0.23107338855370305,0.1319935422813561,0.18153346541752957,3.0
w/o EdgeAttn,M12_A9_R6_J3,0.75,0.25,702.7583333333333,48.51175401670995,779.45,214.9973010846513,20,C20,0.2537669049296956,0.11299817660849185,0.2185747228493947,4.0
w/o EdgeAttn,M12_A9_R6_J3,1.0,0.0,678.2333333333333,18.425002082886895,788.8,90.85650919531241,20,C20,0.13170122553290342,0.032960199004975106,0.13170122553290342,2.0
w/o EdgeAttn,M12_A9_R8_J4,0.0,1.0,1653.183333333333,173.26322721925968,1192.1,303.29209474834994,20,C21,0.20232665996753485,0.196075471698113,0.196075471698113,4.0
w/o EdgeAttn,M12_A9_R8_J4,0.25,0.75,1607.6916666666664,245.90032851610334,1061.75,248.9971200425292,20,C21,0.0,0.0,0.0,1.0
w/o EdgeAttn,M12_A9_R8_J4,0.5,0.5,1934.45,143.74691555297517,1249.25,186.5932460559176,20,C21,0.8978499501043274,0.34554059383627245,0.6216952719703,6.0
w/o EdgeAttn,M12_A9_R8_J4,0.75,0.25,1789.6083333333331,177.25865129540043,1255.9,281.9495848924993,20,C21,0.6140583136327815,0.1618400997644453,0.5010037601656975,6.0
w/o EdgeAttn,M12_A9_R8_J4,1.0,0.0,1747.1333333333332,256.94580173499594,1383.5,197.11831873001393,20,C21,0.618323613030824,0.32811725554060756,0.618323613030824,5.0
w/o EdgeAttn,M4_A3_R4_J2,0.0,1.0,969.0916666666668,23.46046039092978,212.15,40.92004398824615,20,C1,0.0,0.0,0.0,1.0
w/o EdgeAttn,M4_A3_R4_J2,0.25,0.75,934.7833333333334,19.417097728819435,242.25,69.03155266367617,20,C1,0.0074640287769777705,0.15174946839358208,0.11567810848943101,2.0
w/o EdgeAttn,M4_A3_R4_J2,0.5,0.5,932.4583333333334,15.985453456884516,223.95,48.98815646341685,20,C1,0.0,0.06235468188543648,0.03117734094271824,1.0
w/o EdgeAttn,M4_A3_R4_J2,0.75,0.25,941.0166666666668,33.24021642986235,227.75,61.49015753504142,20,C1,0.09626110307787578,0.10867178924259056,0.09936377461905448,2.0
w/o EdgeAttn,M4_A3_R4_J2,1.0,0.0,921.7666666666668,4.794733953433742,203.0,0.0,20,C1,0.0,0.0,0.0,1.0
w/o EdgeAttn,M4_A3_R6_J3,0.0,1.0,1972.0416666666665,92.3585195081157,524.0,256.70995305986867,20,C2,0.0,1.0,1.0,9.0
w/o EdgeAttn,M4_A3_R6_J3,0.25,0.75,2005.6416666666669,112.44721016147713,351.85,111.76068181610204,20,C2,0.5980374978097079,0.9010804321728693,0.8253196985820789,5.0
w/o EdgeAttn,M4_A3_R6_J3,0.5,0.5,1709.825,35.51992583859036,144.4,49.459606059682145,20,C2,0.0,0.05539619935460744,0.02769809967730372,1.0
w/o EdgeAttn,M4_A3_R6_J3,0.75,0.25,2197.108333333333,114.82921815507258,1013.45,207.85507982853417,20,C2,1.0,1.0,1.0,9.0
w/o EdgeAttn,M4_A3_R6_J3,1.0,0.0,1699.475,45.63330433918068,132.9,35.32987404449667,20,C2,0.0,0.0,0.0,1.0
w/o EdgeAttn,M4_A3_R8_J4,0.0,1.0,3527.8916666666664,101.0963045437253,296.0,58.95671918316101,20,C3,0.9603592555186824,0.30240700218818384,0.30240700218818384,4.0
w/o EdgeAttn,M4_A3_R8_J4,0.25,0.75,3239.0249999999996,115.46221977732121,281.75,79.36582520535092,20,C3,0.3015239541577634,0.14603691639522254,0.18490867583585774,3.0
w/o EdgeAttn,M4_A3_R8_J4,0.5,0.5,3189.983333333333,140.90880776325923,306.8,118.37611779053195,20,C3,0.3886190050230508,0.3488773747841106,0.3687481899035807,4.0
w/o EdgeAttn,M4_A3_R8_J4,0.75,0.25,3080.5916666666662,160.25067602561526,262.55,63.53736985759682,20,C3,0.104062216852914,0.10335917312661501,0.10388645592133926,3.0
w/o EdgeAttn,M4_A3_R8_J4,1.0,0.0,3129.1499999999996,83.93282436477371,279.8,72.89184489798278,20,C3,0.0,0.0,0.0,1.0
w/o EdgeAttn,M4_A4_R4_J2,0.0,1.0,1110.3333333333337,28.276827038556156,152.4,17.236436315030588,20,C4,0.373829688227083,0.3026576755255851,0.3026576755255851,4.0
w/o EdgeAttn,M4_A4_R4_J2,0.25,0.75,944.9,32.021757953868494,106.55,14.050566574079197,20,C4,0.04460660692886924,0.03495966192854397,0.03737139817862528,3.0
w/o EdgeAttn,M4_A4_R4_J2,0.5,0.5,927.1166666666668,36.87663565606197,111.1,40.69643719049618,20,C4,0.0448186036883058,0.0348926380368098,0.0398556208625578,2.0
w/o EdgeAttn,M4_A4_R4_J2,0.75,0.25,975.2833333333334,34.912635323950546,118.8,21.110236977901454,20,C4,0.11214854485237132,0.11695092238078661,0.11334913923447515,5.0
w/o EdgeAttn,M4_A4_R4_J2,1.0,0.0,902.45,12.810939678204592,106.55,14.050566574079197,20,C4,0.0,0.0,0.0,1.0
w/o EdgeAttn,M4_A4_R6_J3,0.0,1.0,2655.5416666666665,66.39197520291935,289.5,42.297816293017924,20,C5,0.594571097372488,0.09217221135029356,0.09217221135029356,3.0
w/o EdgeAttn,M4_A4_R6_J3,0.25,0.75,2485.0,98.67005980414942,408.0,131.1022100259344,20,C5,0.426683457614648,0.5602218700475435,0.5268372669393196,5.0
w/o EdgeAttn,M4_A4_R6_J3,0.5,0.5,2796.05,135.491299002051,398.75,71.12840501515552,20,C5,0.8343048888018028,0.6424086298502656,0.7383567593260342,8.0
w/o EdgeAttn,M4_A4_R6_J3,0.75,0.25,2398.0916666666662,152.5771827978428,342.45,71.5934979405841,20,C5,0.35630132095680106,0.29247599910694355,0.34034499049433664,3.0
w/o EdgeAttn,M4_A4_R6_J3,1.0,0.0,2278.333333333333,53.952870921775464,395.3,28.17445651649735,20,C5,0.21939005458460617,0.3386794974605721,0.21939005458460617,3.0
w/o EdgeAttn,M4_A4_R8_J4,0.0,1.0,4043.6666666666665,102.2260995959275,244.95,44.3721996892554,20,C6,0.0,0.0,0.0,1.0
w/o EdgeAttn,M4_A4_R8_J4,0.25,0.75,3926.15,57.08467856015128,270.2,51.265665128354975,20,C6,0.23351845342706568,0.0,0.05837961335676642,2.0
w/o EdgeAttn,M4_A4_R8_J4,0.5,0.5,3857.3416666666662,69.96811042616605,250.05,44.308101908531846,20,C6,0.0,0.0,0.0,1.0
w/o EdgeAttn,M4_A4_R8_J4,0.75,0.25,5449.666666666667,381.43354559818476,3093.75,598.7456076094245,20,C6,1.0,1.0,1.0,9.0
w/o EdgeAttn,M4_A4_R8_J4,1.0,0.0,3597.875,38.49420382434456,184.1,45.788874769222915,20,C6,0.017065235502003367,0.0,0.017065235502003367,2.0
w/o EdgeAttn,M4_A5_R4_J2,0.0,1.0,1038.65,53.3027845623966,231.85,49.27396558234913,20,C7,0.4843955658252659,0.3207671957671958,0.3207671957671958,3.0
w/o EdgeAttn,M4_A5_R4_J2,0.25,0.75,872.1916666666666,47.4229530565968,218.5,36.54341325918501,20,C7,0.1552222538148041,0.2007042253521126,0.18933373246778545,6.0
w/o EdgeAttn,M4_A5_R4_J2,0.5,0.5,826.6083333333333,41.1409741190214,234.3,35.865391616284825,20,C7,0.058188196967798596,0.3057722308892356,0.1819802139285171,6.0
w/o EdgeAttn,M4_A5_R4_J2,0.75,0.25,824.2666666666667,20.944119469456737,237.85,31.866952028378044,20,C7,0.11940987750340254,0.30321100917431176,0.16536016042112983,3.0
w/o EdgeAttn,M4_A5_R4_J2,1.0,0.0,827.0666666666666,27.034005010367736,275.35,29.783914768669487,20,C7,0.01257669492604158,0.5094339622641512,0.01257669492604158,2.0
w/o EdgeAttn,M4_A5_R6_J3,0.0,1.0,1736.8833333333332,64.92873060887236,141.65,41.33976676022101,20,C8,0.12031741952065773,0.09862610402355254,0.09862610402355254,3.0
w/o EdgeAttn,M4_A5_R6_J3,0.25,0.75,1535.7833333333335,61.091870708521235,246.0,47.25630005339862,20,C8,0.1873858867997055,0.6108723135271807,0.505000706845312,4.0
w/o EdgeAttn,M4_A5_R6_J3,0.5,0.5,1431.8583333333336,40.028800852146695,213.4,38.76161965004477,20,C8,0.0,0.4652468991340979,0.23262344956704895,2.0
w/o EdgeAttn,M4_A5_R6_J3,0.75,0.25,1508.6666666666667,98.85468394573765,212.8,80.40921654426909,20,C8,0.16076791610665866,0.17569085598741865,0.16449865107684866,3.0
w/o EdgeAttn,M4_A5_R6_J3,1.0,0.0,1431.6583333333338,36.17693180380062,188.75,23.167297732159575,20,C8,0.01974204073309404,0.0,0.01974204073309404,2.0
w/o EdgeAttn,M4_A5_R8_J4,0.0,1.0,3468.925,109.70232816168289,559.4,113.94800291545724,20,C9,0.03932186234817895,0.0,0.0,1.0
w/o EdgeAttn,M4_A5_R8_J4,0.25,0.75,3239.2833333333338,74.19476305978127,668.25,175.66411579758505,20,C9,0.30685632927100176,0.5430753996321969,0.4840206320418981,4.0
w/o EdgeAttn,M4_A5_R8_J4,0.5,0.5,3188.233333333333,204.34282339657608,679.9,119.97276006616976,20,C9,0.2721919935644617,0.5254600678935142,0.3988260307289879,3.0
w/o EdgeAttn,M4_A5_R8_J4,0.75,0.25,3054.65,123.42529643946413,565.35,138.55695199941582,20,C9,0.0,0.0891221800312709,0.022280545007817724,1.0
w/o EdgeAttn,M4_A5_R8_J4,1.0,0.0,3062.9166666666665,71.96655940445261,486.0,69.3048186978138,20,C9,0.0,0.0,0.0,1.0
w/o EdgeAttn,M8_A10_R4_J2,0.0,1.0,724.0166666666667,36.900367674359636,469.35,57.946686023038716,20,C16,0.45912849872773515,0.0,0.0,1.0
w/o EdgeAttn,M8_A10_R4_J2,0.25,0.75,617.9416666666667,71.09634915080449,496.55,116.69279281402446,20,C16,0.16796054042461933,0.19280475026196298,0.18659369780262708,3.0
w/o EdgeAttn,M8_A10_R4_J2,0.5,0.5,562.4083333333334,19.172460985327877,451.15,91.66832374897758,20,C16,0.0,0.2555988315481986,0.1277994157740993,2.0
w/o EdgeAttn,M8_A10_R4_J2,0.75,0.25,537.175,24.206982403348515,487.9,60.22318140838601,20,C16,0.07521506932203814,0.2549869904596704,0.1201580496064462,3.0
w/o EdgeAttn,M8_A10_R4_J2,1.0,0.0,548.2333333333333,9.859747455337859,614.05,62.557321082768816,20,C16,0.03719178082191808,0.1953325239444219,0.03719178082191808,2.0
w/o EdgeAttn,M8_A10_R6_J3,0.0,1.0,1015.9916666666666,57.46866613833396,391.55,79.99175944400379,20,C17,0.0,0.1210234195207797,0.1210234195207797,2.0
w/o EdgeAttn,M8_A10_R6_J3,0.25,0.75,972.5666666666668,70.47193460698703,336.1,58.514865407725324,20,C17,0.2790932778972251,0.07582082816202194,0.12663894059582273,3.0
w/o EdgeAttn,M8_A10_R6_J3,0.5,0.5,933.0666666666666,33.693206492447246,377.65,45.700714033348476,20,C17,0.2188347665493161,0.18556701030927836,0.20220088842929723,4.0
w/o EdgeAttn,M8_A10_R6_J3,0.75,0.25,986.1333333333334,60.30993536801029,439.55,57.647271355519,20,C17,0.2892245781442923,0.32942693073948204,0.2992751662930897,5.0
w/o EdgeAttn,M8_A10_R6_J3,1.0,0.0,890.6,39.159532758294674,580.75,104.39191085822492,20,C17,0.01603707805258189,0.0,0.01603707805258189,4.0
w/o EdgeAttn,M8_A10_R8_J4,0.0,1.0,2296.2166666666662,150.91045425906844,1040.1,217.90700575680154,20,C18,0.23328204339129033,0.2357840016974325,0.2357840016974325,5.0
w/o EdgeAttn,M8_A10_R8_J4,0.25,0.75,2125.3749999999995,124.5353454489202,900.4,292.8125680362781,20,C18,0.12273979435671276,0.19347370260352958,0.17579022554182538,4.0
w/o EdgeAttn,M8_A10_R8_J4,0.5,0.5,2110.375,88.95371151558355,833.05,176.43829247822472,20,C18,0.2522494009133248,0.1358430750941153,0.19404623800372006,3.0
w/o EdgeAttn,M8_A10_R8_J4,0.75,0.25,2147.0416666666665,188.6181813822656,867.1,257.11658219979756,20,C18,0.18967872771907335,0.03572435837172135,0.15119013538223536,4.0
w/o EdgeAttn,M8_A10_R8_J4,1.0,0.0,2040.4916666666668,104.25368961454387,1099.75,161.46170313404778,20,C18,0.010092849081769193,0.0,0.010092849081769193,2.0
w/o EdgeAttn,M8_A6_R4_J2,0.0,1.0,1190.6,56.42918244648727,384.45,21.490450755724286,20,C10,0.35533357117374026,0.0551504102096628,0.0551504102096628,2.0
w/o EdgeAttn,M8_A6_R4_J2,0.25,0.75,1145.1166666666666,39.70494614702325,380.5,20.124611797498105,20,C10,0.020963425512934,0.03122831367106176,0.028662091631529822,3.0
w/o EdgeAttn,M8_A6_R4_J2,0.5,0.5,1165.15,43.80972614914591,377.75,7.826237921249264,20,C10,0.2920493308842824,0.010992462311557786,0.1515208965979201,3.0
w/o EdgeAttn,M8_A6_R4_J2,0.75,0.25,1144.3333333333335,40.13966843978846,393.55,34.558074690523334,20,C10,0.11874032008260282,0.10979847116052824,0.11650485785208417,4.0
w/o EdgeAttn,M8_A6_R4_J2,1.0,0.0,1230.15,77.76734495609624,657.15,90.05979008122151,20,C10,1.0,0.5775206611570247,1.0,9.0
w/o EdgeAttn,M8_A6_R6_J3,0.0,1.0,2081.141666666667,139.36718168352738,426.3,45.42211378890937,20,C11,0.3681320212973557,0.047500621735886664,0.047500621735886664,4.0
