episode,worker_id,makespan,cost,reward,done
338,0,922.1667,203.0,-2.311962,True
338,1,970.1667,386.0,-3.530606,True
338,2,965.1667,327.0,-3.149285,True
338,3,1009.1667,386.0,-3.5737,True
339,0,958.1667,203.0,-2.351741,True
339,1,954.1667,386.0,-3.512927,True
339,2,928.0,203.0,-2.318408,True
339,3,939.0,262.0,-2.706359,True
340,0,929.1667,203.0,-2.319697,True
340,1,932.1667,203.0,-2.323012,True
340,2,968.0,386.0,-3.528212,True
340,3,939.0,262.0,-2.706359,True
341,0,904.1667,203.0,-2.292073,True
341,1,939.0,203.0,-2.330563,True
341,2,982.0,386.0,-3.543682,True
341,3,933.1667,203.0,-2.324117,True
342,0,949.1667,386.0,-3.507402,True
342,1,932.1667,321.0,-3.074604,True
342,2,942.1667,386.0,-3.499667,True
342,3,950.0,327.0,-3.132526,True
343,0,950.0,327.0,-3.132526,True
343,1,950.0,327.0,-3.132526,True
343,2,922.1667,203.0,-2.311962,True
343,3,939.0,262.0,-2.706359,True
344,0,928.1667,203.0,-2.318592,True
344,1,922.1667,203.0,-2.311962,True
344,2,957.0,327.0,-3.140261,True
344,3,939.0,203.0,-2.330563,True
345,0,939.0,262.0,-2.706359,True
345,1,939.0,203.0,-2.330563,True
345,2,950.0,327.0,-3.132526,True
345,3,914.0,203.0,-2.302938,True
346,0,950.0,327.0,-3.132526,True
346,1,922.1667,203.0,-2.311962,True
346,2,932.1667,262.0,-2.698808,True
346,3,911.1667,203.0,-2.299808,True
347,0,939.0,262.0,-2.706359,True
347,1,939.0,262.0,-2.706359,True
347,2,914.0,203.0,-2.302938,True
347,3,950.0,327.0,-3.132526,True
348,0,939.0,262.0,-2.706359,True
348,1,934.1667,203.0,-2.325222,True
348,2,968.0,386.0,-3.528212,True
348,3,939.0,262.0,-2.706359,True
349,0,1010.1667,386.0,-3.574805,True
349,1,949.1667,386.0,-3.507402,True
349,2,970.1667,386.0,-3.530606,True
349,3,950.0,386.0,-3.508322,True
350,0,932.1667,321.0,-3.074604,True
350,1,946.0,262.0,-2.714094,True
350,2,928.0,203.0,-2.318408,True
350,3,939.0,203.0,-2.330563,True
351,0,939.0,262.0,-2.706359,True
351,1,950.0,327.0,-3.132526,True
351,2,914.0,203.0,-2.302938,True
351,3,949.1667,386.0,-3.507402,True
352,0,928.0,203.0,-2.318408,True
352,1,968.0,386.0,-3.528212,True
352,2,949.1667,262.0,-2.717593,True
352,3,950.0,386.0,-3.508322,True
353,0,946.0,203.0,-2.338297,True
353,1,939.0,203.0,-2.330563,True
353,2,939.0,203.0,-2.330563,True
353,3,922.1667,203.0,-2.311962,True
354,0,940.1667,203.0,-2.331852,True
354,1,946.0,321.0,-3.08989,True
354,2,926.1667,203.0,-2.316382,True
354,3,935.0,203.0,-2.326143,True
355,0,939.0,262.0,-2.706359,True
355,1,933.1667,203.0,-2.324117,True
355,2,952.1667,262.0,-2.720908,True
355,3,1003.0,203.0,-2.401281,True
356,0,975.0,386.0,-3.535947,True
356,1,948.0,203.0,-2.340507,True
356,2,997.1667,386.0,-3.56044,True
356,3,968.0,386.0,-3.528212,True
357,0,1046.3333,443.0,-3.977825,True
357,1,1020.0,443.0,-3.948728,True
357,2,1001.1667,203.0,-2.399255,True
357,3,949.1667,262.0,-2.717593,True
358,0,943.1667,203.0,-2.335167,True
358,1,966.0,386.0,-3.526002,True
358,2,937.1667,203.0,-2.328537,True
358,3,939.0,203.0,-2.330563,True
359,0,939.1667,321.0,-3.082339,True
359,1,939.0,262.0,-2.706359,True
359,2,939.0,262.0,-2.706359,True
359,3,939.0,203.0,-2.330563,True
360,0,950.0,386.0,-3.508322,True
360,1,950.0,386.0,-3.508322,True
360,2,904.1667,203.0,-2.292073,True
360,3,916.1667,203.0,-2.305332,True
361,0,950.0,386.0,-3.508322,True
361,1,950.0,386.0,-3.508322,True
361,2,950.0,327.0,-3.132526,True
361,3,950.0,386.0,-3.508322,True
362,0,950.0,386.0,-3.508322,True
362,1,950.3333,323.0,-3.107417,True
362,2,934.3333,323.0,-3.089737,True
362,3,944.1667,262.0,-2.712068,True
363,0,950.3333,323.0,-3.107417,True
363,1,977.0,323.0,-3.136883,True
363,2,919.1667,203.0,-2.308647,True
363,3,943.1667,203.0,-2.335167,True
364,0,916.1667,203.0,-2.305332,True
364,1,928.0,203.0,-2.318408,True
364,2,939.0,262.0,-2.706359,True
364,3,948.0,203.0,-2.340507,True
365,0,950.0,262.0,-2.718514,True
365,1,934.1667,203.0,-2.325222,True
365,2,939.0,262.0,-2.706359,True
365,3,914.0,203.0,-2.302938,True
366,0,939.0,203.0,-2.330563,True
366,1,949.1667,386.0,-3.507402,True
366,2,940.1667,203.0,-2.331852,True
366,3,950.0,327.0,-3.132526,True
367,0,949.1667,386.0,-3.507402,True
367,1,950.0,327.0,-3.132526,True
367,2,925.0,262.0,-2.690889,True
367,3,950.0,386.0,-3.508322,True
368,0,939.0,262.0,-2.706359,True
368,1,950.0,327.0,-3.132526,True
368,2,950.0,327.0,-3.132526,True
368,3,950.0,327.0,-3.132526,True
369,0,950.0,327.0,-3.132526,True
369,1,939.0,203.0,-2.330563,True
369,2,950.0,327.0,-3.132526,True
369,3,950.0,386.0,-3.508322,True
370,0,959.0,386.0,-3.518267,True
370,1,950.0,386.0,-3.508322,True
370,2,950.0,386.0,-3.508322,True
370,3,914.1667,203.0,-2.303123,True
371,0,950.0,386.0,-3.508322,True
371,1,939.0,262.0,-2.706359,True
371,2,950.0,386.0,-3.508322,True
371,3,949.1667,262.0,-2.717593,True
372,0,950.0,327.0,-3.132526,True
372,1,949.1667,386.0,-3.507402,True
372,2,939.0,262.0,-2.706359,True
372,3,950.0,268.0,-2.75673,True
373,0,950.0,327.0,-3.132526,True
373,1,939.0,203.0,-2.330563,True
373,2,939.0,262.0,-2.706359,True
373,3,929.1667,203.0,-2.319697,True
374,0,950.0,327.0,-3.132526,True
374,1,939.0,262.0,-2.706359,True
374,2,950.0,386.0,-3.508322,True
374,3,950.0,268.0,-2.75673,True
375,0,939.0,262.0,-2.706359,True
375,1,914.0,203.0,-2.302938,True
375,2,950.0,386.0,-3.508322,True
375,3,919.1667,203.0,-2.308647,True
376,0,929.1667,321.0,-3.071289,True
376,1,919.1667,203.0,-2.308647,True
376,2,936.1667,262.0,-2.703228,True
376,3,950.0,386.0,-3.508322,True
377,0,950.0,327.0,-3.132526,True
377,1,950.0,327.0,-3.132526,True
377,2,950.0,327.0,-3.132526,True
377,3,950.0,327.0,-3.132526,True
378,0,932.1667,321.0,-3.074604,True
378,1,932.1667,321.0,-3.074604,True
378,2,939.0,262.0,-2.706359,True
378,3,928.0,203.0,-2.318408,True
379,0,939.0,262.0,-2.706359,True
379,1,939.0,203.0,-2.330563,True
379,2,916.1667,203.0,-2.305332,True
379,3,919.1667,203.0,-2.308647,True
380,0,928.0,203.0,-2.318408,True
380,1,939.0,262.0,-2.706359,True
380,2,950.0,386.0,-3.508322,True
380,3,918.1667,203.0,-2.307542,True
381,0,951.8333,386.0,-3.510348,True
381,1,904.1667,203.0,-2.292073,True
381,2,919.1667,203.0,-2.308647,True
381,3,950.0,386.0,-3.508322,True
382,0,936.1667,203.0,-2.327432,True
382,1,904.1667,203.0,-2.292073,True
382,2,915.1667,203.0,-2.304228,True
382,3,920.1667,203.0,-2.309752,True
383,0,947.1667,323.0,-3.103918,True
383,1,946.0,203.0,-2.338297,True
383,2,904.1667,203.0,-2.292073,True
383,3,939.0,262.0,-2.706359,True
384,0,944.0,203.0,-2.336088,True
384,1,917.1667,203.0,-2.306437,True
384,2,942.1667,203.0,-2.334062,True
384,3,942.1667,203.0,-2.334062,True
385,0,919.1667,203.0,-2.308647,True
385,1,994.0,386.0,-3.556941,True
385,2,939.0,262.0,-2.706359,True
385,3,929.1667,203.0,-2.319697,True
386,0,950.0,386.0,-3.508322,True
386,1,1047.3333,539.0,-4.590395,True
386,2,939.0,262.0,-2.706359,True
386,3,950.0,386.0,-3.508322,True
387,0,931.1667,262.0,-2.697703,True
387,1,950.0,327.0,-3.132526,True
387,2,950.0,386.0,-3.508322,True
387,3,950.0,386.0,-3.508322,True
388,0,939.0,262.0,-2.706359,True
388,1,919.1667,203.0,-2.308647,True
388,2,924.1667,203.0,-2.314172,True
388,3,919.1667,203.0,-2.308647,True
389,0,950.0,386.0,-3.508322,True
389,1,950.0,327.0,-3.132526,True
389,2,921.1667,203.0,-2.310857,True
389,3,950.0,386.0,-3.508322,True
390,0,950.0,386.0,-3.508322,True
390,1,939.0,262.0,-2.706359,True
390,2,950.0,327.0,-3.132526,True
390,3,950.0,386.0,-3.508322,True
391,0,968.0,386.0,-3.528212,True
391,1,939.0,203.0,-2.330563,True
391,2,950.0,386.0,-3.508322,True
391,3,968.0,386.0,-3.528212,True
392,0,950.0,386.0,-3.508322,True
392,1,950.1667,203.0,-2.342902,True
392,2,952.1667,386.0,-3.510717,True
392,3,957.0,327.0,-3.140261,True
393,0,939.0,262.0,-2.706359,True
393,1,968.0,386.0,-3.528212,True
393,2,950.0,386.0,-3.508322,True
393,3,950.0,386.0,-3.508322,True
394,0,984.0,262.0,-2.756083,True
394,1,950.0,386.0,-3.508322,True
394,2,950.0,327.0,-3.132526,True
394,3,950.0,386.0,-3.508322,True
395,0,982.0,386.0,-3.543682,True
395,1,939.0,262.0,-2.706359,True
395,2,950.0,327.0,-3.132526,True
395,3,939.0,262.0,-2.706359,True
396,0,950.0,327.0,-3.132526,True
396,1,939.0,262.0,-2.706359,True
396,2,939.0,262.0,-2.706359,True
396,3,950.0,386.0,-3.508322,True
397,0,950.0,386.0,-3.508322,True
397,1,950.0,386.0,-3.508322,True
397,2,950.0,327.0,-3.132526,True
397,3,950.0,327.0,-3.132526,True
398,0,939.0,262.0,-2.706359,True
398,1,950.0,386.0,-3.508322,True
398,2,970.1667,386.0,-3.530606,True
398,3,939.0,262.0,-2.706359,True
399,0,950.0,327.0,-3.132526,True
399,1,950.0,386.0,-3.508322,True
399,2,939.0,262.0,-2.706359,True
399,3,950.0,386.0,-3.508322,True
400,0,950.0,386.0,-3.508322,True
400,1,950.0,327.0,-3.132526,True
400,2,950.0,386.0,-3.508322,True
400,3,939.0,262.0,-2.706359,True
401,0,950.0,386.0,-3.508322,True
401,1,950.0,327.0,-3.132526,True
401,2,920.1667,203.0,-2.309752,True
401,3,950.0,386.0,-3.508322,True
402,0,950.0,386.0,-3.508322,True
402,1,950.0,386.0,-3.508322,True
402,2,950.0,386.0,-3.508322,True
402,3,950.0,327.0,-3.132526,True
403,0,950.0,386.0,-3.508322,True
403,1,1006.1667,386.0,-3.570385,True
403,2,993.0,386.0,-3.555836,True
403,3,971.1667,327.0,-3.155915,True
404,0,946.0,203.0,-2.338297,True
404,1,928.0,203.0,-2.318408,True
404,2,950.0,386.0,-3.508322,True
404,3,957.0,327.0,-3.140261,True
405,0,950.0,327.0,-3.132526,True
405,1,939.0,262.0,-2.706359,True
405,2,995.1667,386.0,-3.55823,True
405,3,957.0,327.0,-3.140261,True
406,0,976.1667,386.0,-3.537236,True
406,1,950.0,386.0,-3.508322,True
406,2,939.0,262.0,-2.706359,True
406,3,950.0,386.0,-3.508322,True
407,0,950.0,386.0,-3.508322,True
407,1,950.0,386.0,-3.508322,True
407,2,950.0,386.0,-3.508322,True
407,3,950.0,386.0,-3.508322,True
408,0,939.0,262.0,-2.706359,True
408,1,950.0,327.0,-3.132526,True
408,2,950.0,327.0,-3.132526,True
408,3,950.0,327.0,-3.132526,True
409,0,939.0,262.0,-2.706359,True
409,1,946.0,203.0,-2.338297,True
409,2,939.0,203.0,-2.330563,True
409,3,950.0,327.0,-3.132526,True
410,0,950.0,386.0,-3.508322,True
410,1,950.0,386.0,-3.508322,True
410,2,939.0,203.0,-2.330563,True
410,3,950.0,386.0,-3.508322,True
411,0,904.1667,203.0,-2.292073,True
411,1,904.1667,203.0,-2.292073,True
411,2,939.0,262.0,-2.706359,True
411,3,950.0,386.0,-3.508322,True
412,0,939.0,262.0,-2.706359,True
412,1,950.0,386.0,-3.508322,True
412,2,950.0,327.0,-3.132526,True
412,3,950.0,386.0,-3.508322,True
413,0,939.0,262.0,-2.706359,True
413,1,904.1667,203.0,-2.292073,True
413,2,939.0,262.0,-2.706359,True
413,3,940.1667,203.0,-2.331852,True
414,0,950.0,386.0,-3.508322,True
414,1,928.0,203.0,-2.318408,True
414,2,904.1667,203.0,-2.292073,True
414,3,950.0,386.0,-3.508322,True
415,0,950.0,386.0,-3.508322,True
415,1,950.0,386.0,-3.508322,True
415,2,939.0,262.0,-2.706359,True
415,3,952.1667,386.0,-3.510717,True
416,0,914.1667,203.0,-2.303123,True
416,1,950.0,327.0,-3.132526,True
416,2,950.0,386.0,-3.508322,True
416,3,939.0,203.0,-2.330563,True
417,0,919.1667,203.0,-2.308647,True
417,1,950.0,386.0,-3.508322,True
417,2,950.0,327.0,-3.132526,True
417,3,944.0,203.0,-2.336088,True
418,0,939.0,203.0,-2.330563,True
418,1,922.1667,203.0,-2.311962,True
418,2,904.1667,203.0,-2.292073,True
418,3,904.1667,203.0,-2.292073,True
419,0,950.0,386.0,-3.508322,True
419,1,946.0,203.0,-2.338297,True
419,2,937.1667,203.0,-2.328537,True
419,3,939.0,262.0,-2.706359,True
420,0,939.0,203.0,-2.330563,True
420,1,950.0,327.0,-3.132526,True
420,2,950.0,386.0,-3.508322,True
420,3,991.1667,386.0,-3.553811,True
421,0,939.0,203.0,-2.330563,True
421,1,950.0,386.0,-3.508322,True
421,2,939.0,262.0,-2.706359,True
421,3,952.1667,386.0,-3.510717,True
422,0,939.0,262.0,-2.706359,True
422,1,950.0,327.0,-3.132526,True
422,2,950.0,386.0,-3.508322,True
422,3,939.0,203.0,-2.330563,True
423,0,919.1667,203.0,-2.308647,True
423,1,939.0,203.0,-2.330563,True
423,2,944.0,203.0,-2.336088,True
423,3,950.0,386.0,-3.508322,True
424,0,950.0,386.0,-3.508322,True
424,1,946.0,262.0,-2.714094,True
424,2,1000.0,386.0,-3.563571,True
424,3,950.0,386.0,-3.508322,True
425,0,939.0,262.0,-2.706359,True
425,1,940.1667,203.0,-2.331852,True
425,2,939.0,262.0,-2.706359,True
425,3,945.1667,203.0,-2.337377,True
426,0,940.1667,203.0,-2.331852,True
426,1,920.1667,203.0,-2.309752,True
426,2,939.0,262.0,-2.706359,True
426,3,919.1667,203.0,-2.308647,True
427,0,919.1667,203.0,-2.308647,True
427,1,950.0,386.0,-3.508322,True
427,2,922.1667,203.0,-2.311962,True
427,3,942.1667,203.0,-2.334062,True
428,0,911.1667,203.0,-2.299808,True
428,1,950.0,327.0,-3.132526,True
428,2,950.0,327.0,-3.132526,True
428,3,950.0,386.0,-3.508322,True
429,0,906.1667,203.0,-2.294283,True
429,1,950.0,386.0,-3.508322,True
429,2,938.1667,203.0,-2.329642,True
429,3,934.1667,203.0,-2.325222,True
430,0,950.0,327.0,-3.132526,True
430,1,950.0,327.0,-3.132526,True
430,2,939.0,262.0,-2.706359,True
430,3,950.0,386.0,-3.508322,True
431,0,914.0,203.0,-2.302938,True
431,1,919.1667,203.0,-2.308647,True
431,2,919.1667,203.0,-2.308647,True
431,3,950.0,386.0,-3.508322,True
432,0,944.0,203.0,-2.336088,True
432,1,979.1667,262.0,-2.750742,True
432,2,949.1667,262.0,-2.717593,True
432,3,944.1667,203.0,-2.336272,True
433,0,928.0,203.0,-2.318408,True
433,1,916.1667,203.0,-2.305332,True
433,2,950.0,327.0,-3.132526,True
433,3,950.0,327.0,-3.132526,True
434,0,904.1667,203.0,-2.292073,True
434,1,922.1667,203.0,-2.311962,True
434,2,939.0,321.0,-3.082155,True
434,3,921.1667,203.0,-2.310857,True
435,0,946.0,203.0,-2.338297,True
435,1,968.0,386.0,-3.528212,True
435,2,939.0,203.0,-2.330563,True
435,3,1015.1667,436.0,-3.898801,True
436,0,988.1667,386.0,-3.550496,True
436,1,939.0,262.0,-2.706359,True
436,2,921.1667,203.0,-2.310857,True
436,3,939.0,279.0,-2.814639,True
437,0,924.1667,203.0,-2.314172,True
437,1,950.0,386.0,-3.508322,True
437,2,950.0,386.0,-3.508322,True
437,3,950.0,327.0,-3.132526,True
438,0,939.0,262.0,-2.706359,True
438,1,950.0,268.0,-2.75673,True
438,2,950.0,327.0,-3.132526,True
438,3,950.0,327.0,-3.132526,True
439,0,940.1667,203.0,-2.331852,True
439,1,949.1667,386.0,-3.507402,True
439,2,989.0,386.0,-3.551416,True
439,3,950.0,386.0,-3.508322,True
440,0,917.1667,203.0,-2.306437,True
440,1,939.0,203.0,-2.330563,True
440,2,935.0,203.0,-2.326143,True
440,3,956.8333,386.0,-3.515873,True
441,0,950.0,386.0,-3.508322,True
441,1,939.0,262.0,-2.706359,True
441,2,919.1667,203.0,-2.308647,True
441,3,950.0,386.0,-3.508322,True
442,0,904.1667,203.0,-2.292073,True
442,1,950.0,386.0,-3.508322,True
442,2,950.0,386.0,-3.508322,True
442,3,922.1667,203.0,-2.311962,True
443,0,950.0,386.0,-3.508322,True
443,1,950.0,327.0,-3.132526,True
443,2,950.0,386.0,-3.508322,True
443,3,939.0,262.0,-2.706359,True
444,0,949.1667,386.0,-3.507402,True
444,1,950.0,327.0,-3.132526,True
444,2,950.0,327.0,-3.132526,True
444,3,950.0,386.0,-3.508322,True
445,0,950.0,386.0,-3.508322,True
445,1,950.0,386.0,-3.508322,True
445,2,968.0,386.0,-3.528212,True
445,3,939.0,262.0,-2.706359,True
446,0,939.0,262.0,-2.706359,True
446,1,949.1667,262.0,-2.717593,True
446,2,939.0,262.0,-2.706359,True
446,3,950.0,327.0,-3.132526,True
447,0,950.0,386.0,-3.508322,True
447,1,943.1667,262.0,-2.710963,True
447,2,950.0,327.0,-3.132526,True
447,3,939.0,203.0,-2.330563,True
448,0,950.0,327.0,-3.132526,True
448,1,950.0,386.0,-3.508322,True
448,2,968.0,386.0,-3.528212,True
448,3,950.0,327.0,-3.132526,True
449,0,919.1667,203.0,-2.308647,True
449,1,909.1667,203.0,-2.297598,True
449,2,914.0,203.0,-2.302938,True
449,3,939.0,262.0,-2.706359,True
450,0,955.1667,203.0,-2.348426,True
450,1,942.1667,203.0,-2.334062,True
450,2,928.0,203.0,-2.318408,True
450,3,942.1667,203.0,-2.334062,True
451,0,904.1667,203.0,-2.292073,True
451,1,944.0,203.0,-2.336088,True
451,2,904.1667,203.0,-2.292073,True
451,3,965.0,203.0,-2.359292,True
452,0,946.0,203.0,-2.338297,True
452,1,950.0,386.0,-3.508322,True
452,2,906.1667,203.0,-2.294283,True
452,3,937.1667,203.0,-2.328537,True
453,0,950.0,327.0,-3.132526,True
453,1,916.1667,203.0,-2.305332,True
453,2,939.0,203.0,-2.330563,True
453,3,939.0,262.0,-2.706359,True
454,0,937.1667,203.0,-2.328537,True
454,1,942.1667,203.0,-2.334062,True
454,2,937.1667,203.0,-2.328537,True
454,3,950.0,386.0,-3.508322,True
455,0,939.0,262.0,-2.706359,True
455,1,919.1667,203.0,-2.308647,True
455,2,950.0,386.0,-3.508322,True
455,3,950.0,327.0,-3.132526,True
456,0,958.0,203.0,-2.351557,True
456,1,950.0,327.0,-3.132526,True
456,2,939.0,203.0,-2.330563,True
456,3,950.0,327.0,-3.132526,True
457,0,939.0,203.0,-2.330563,True
457,1,950.0,327.0,-3.132526,True
457,2,939.0,203.0,-2.330563,True
457,3,939.0,203.0,-2.330563,True
458,0,939.0,203.0,-2.330563,True
458,1,939.0,203.0,-2.330563,True
458,2,939.0,262.0,-2.706359,True
458,3,950.0,327.0,-3.132526,True
459,0,958.0,203.0,-2.351557,True
459,1,939.0,203.0,-2.330563,True
459,2,950.0,386.0,-3.508322,True
459,3,928.0,203.0,-2.318408,True
460,0,940.1667,203.0,-2.331852,True
460,1,950.0,386.0,-3.508322,True
460,2,958.0,203.0,-2.351557,True
460,3,951.0,203.0,-2.343822,True
461,0,939.0,203.0,-2.330563,True
461,1,950.0,327.0,-3.132526,True
461,2,939.0,262.0,-2.706359,True
461,3,922.1667,203.0,-2.311962,True
462,0,919.1667,203.0,-2.308647,True
462,1,932.1667,203.0,-2.323012,True
462,2,920.1667,203.0,-2.309752,True
462,3,965.0,203.0,-2.359292,True
463,0,944.0,203.0,-2.336088,True
463,1,939.0,262.0,-2.706359,True
463,2,928.0,203.0,-2.318408,True
463,3,942.1667,203.0,-2.334062,True
464,0,918.1667,203.0,-2.307542,True
464,1,950.0,327.0,-3.132526,True
464,2,950.0,386.0,-3.508322,True
464,3,918.1667,203.0,-2.307542,True
465,0,950.0,327.0,-3.132526,True
465,1,918.1667,203.0,-2.307542,True
465,2,950.0,327.0,-3.132526,True
465,3,950.0,327.0,-3.132526,True
466,0,919.1667,203.0,-2.308647,True
466,1,928.0,203.0,-2.318408,True
466,2,950.0,327.0,-3.132526,True
466,3,939.0,203.0,-2.330563,True
467,0,939.0,262.0,-2.706359,True
467,1,946.0,262.0,-2.714094,True
467,2,949.1667,386.0,-3.507402,True
467,3,939.0,203.0,-2.330563,True
468,0,950.0,327.0,-3.132526,True
468,1,950.0,327.0,-3.132526,True
468,2,950.0,327.0,-3.132526,True
468,3,950.0,327.0,-3.132526,True
469,0,939.0,262.0,-2.706359,True
469,1,904.1667,203.0,-2.292073,True
469,2,950.0,327.0,-3.132526,True
469,3,919.1667,203.0,-2.308647,True
470,0,950.0,327.0,-3.132526,True
470,1,957.0,386.0,-3.516057,True
470,2,950.0,327.0,-3.132526,True
470,3,951.0,203.0,-2.343822,True
471,0,950.0,386.0,-3.508322,True
471,1,928.0,203.0,-2.318408,True
471,2,928.0,203.0,-2.318408,True
471,3,939.0,203.0,-2.330563,True
472,0,939.0,203.0,-2.330563,True
472,1,950.0,386.0,-3.508322,True
472,2,918.1667,203.0,-2.307542,True
472,3,950.0,327.0,-3.132526,True
473,0,950.0,327.0,-3.132526,True
473,1,939.0,262.0,-2.706359,True
473,2,950.0,327.0,-3.132526,True
473,3,939.0,203.0,-2.330563,True
474,0,939.0,262.0,-2.706359,True
474,1,939.0,203.0,-2.330563,True
474,2,950.0,327.0,-3.132526,True
474,3,950.0,327.0,-3.132526,True
475,0,958.0,203.0,-2.351557,True
475,1,958.0,203.0,-2.351557,True
475,2,965.0,203.0,-2.359292,True
475,3,958.0,203.0,-2.351557,True
476,0,928.0,203.0,-2.318408,True
476,1,950.0,327.0,-3.132526,True
476,2,922.1667,203.0,-2.311962,True
476,3,922.1667,203.0,-2.311962,True
477,0,927.1667,203.0,-2.317487,True
477,1,919.1667,203.0,-2.308647,True
477,2,943.1667,203.0,-2.335167,True
477,3,939.0,203.0,-2.330563,True
478,0,942.1667,203.0,-2.334062,True
478,1,965.0,203.0,-2.359292,True
478,2,928.0,203.0,-2.318408,True
478,3,929.1667,203.0,-2.319697,True
479,0,958.1667,203.0,-2.351741,True
479,1,939.0,203.0,-2.330563,True
479,2,939.0,203.0,-2.330563,True
479,3,920.1667,203.0,-2.309752,True
480,0,929.1667,262.0,-2.695493,True
480,1,928.0,203.0,-2.318408,True
480,2,934.1667,203.0,-2.325222,True
480,3,946.0,203.0,-2.338297,True
481,0,950.0,327.0,-3.132526,True
481,1,928.0,203.0,-2.318408,True
481,2,911.1667,203.0,-2.299808,True
481,3,939.0,203.0,-2.330563,True
482,0,950.0,327.0,-3.132526,True
482,1,950.0,327.0,-3.132526,True
482,2,950.0,327.0,-3.132526,True
482,3,950.0,327.0,-3.132526,True
483,0,958.0,203.0,-2.351557,True
483,1,928.0,203.0,-2.318408,True
483,2,944.0,203.0,-2.336088,True
483,3,940.1667,203.0,-2.331852,True
484,0,950.0,327.0,-3.132526,True
484,1,929.1667,203.0,-2.319697,True
484,2,950.0,327.0,-3.132526,True
484,3,922.1667,203.0,-2.311962,True
485,0,918.1667,203.0,-2.307542,True
485,1,939.0,262.0,-2.706359,True
485,2,950.0,386.0,-3.508322,True
485,3,950.0,327.0,-3.132526,True
486,0,950.0,386.0,-3.508322,True
486,1,950.0,327.0,-3.132526,True
486,2,950.0,327.0,-3.132526,True
486,3,950.0,327.0,-3.132526,True
487,0,958.0,203.0,-2.351557,True
487,1,938.1667,203.0,-2.329642,True
487,2,950.0,386.0,-3.508322,True
487,3,937.1667,203.0,-2.328537,True
488,0,950.0,327.0,-3.132526,True
488,1,950.0,386.0,-3.508322,True
488,2,904.1667,203.0,-2.292073,True
488,3,960.1667,203.0,-2.353951,True
489,0,903.1667,203.0,-2.290968,True
489,1,921.1667,203.0,-2.310857,True
489,2,938.1667,203.0,-2.329642,True
489,3,919.1667,203.0,-2.308647,True
490,0,919.1667,203.0,-2.308647,True
490,1,919.1667,203.0,-2.308647,True
490,2,950.0,386.0,-3.508322,True
490,3,950.0,386.0,-3.508322,True
491,0,939.0,262.0,-2.706359,True
491,1,939.0,262.0,-2.706359,True
491,2,919.1667,203.0,-2.308647,True
491,3,928.0,203.0,-2.318408,True
492,0,950.0,327.0,-3.132526,True
492,1,950.0,268.0,-2.75673,True
492,2,950.0,386.0,-3.508322,True
492,3,950.0,386.0,-3.508322,True
493,0,928.0,203.0,-2.318408,True
493,1,950.0,386.0,-3.508322,True
493,2,950.0,386.0,-3.508322,True
493,3,939.0,262.0,-2.706359,True
494,0,928.8333,321.0,-3.070921,True
494,1,958.0,203.0,-2.351557,True
494,2,950.0,327.0,-3.132526,True
494,3,939.0,262.0,-2.706359,True
495,0,939.0,262.0,-2.706359,True
495,1,950.0,327.0,-3.132526,True
495,2,914.0,203.0,-2.302938,True
495,3,939.0,262.0,-2.706359,True
496,0,950.0,327.0,-3.132526,True
496,1,950.0,327.0,-3.132526,True
496,2,939.0,262.0,-2.706359,True
496,3,939.0,262.0,-2.706359,True
497,0,950.0,386.0,-3.508322,True
497,1,939.0,262.0,-2.706359,True
497,2,939.0,262.0,-2.706359,True
497,3,906.1667,203.0,-2.294283,True
498,0,950.0,327.0,-3.132526,True
498,1,934.1667,203.0,-2.325222,True
498,2,939.0,262.0,-2.706359,True
498,3,950.0,327.0,-3.132526,True
499,0,950.0,327.0,-3.132526,True
499,1,950.0,327.0,-3.132526,True
499,2,939.0,203.0,-2.330563,True
499,3,939.0,262.0,-2.706359,True
500,0,939.0,262.0,-2.706359,True
500,1,949.1667,386.0,-3.507402,True
500,2,950.0,386.0,-3.508322,True
500,3,913.1667,203.0,-2.302018,True
