episode,worker_id,makespan,cost,reward,done
168,3,927.1667,203.0,-2.317487,True
169,0,935.0,203.0,-2.326143,True
169,1,989.0,323.0,-3.150143,True
169,2,920.1667,203.0,-2.309752,True
169,3,910.1667,203.0,-2.298703,True
170,0,933.1667,203.0,-2.324117,True
170,1,963.1667,321.0,-3.108859,True
170,2,919.1667,203.0,-2.308647,True
170,3,927.1667,203.0,-2.317487,True
171,0,950.1667,203.0,-2.342902,True
171,1,954.1667,262.0,-2.723118,True
171,2,972.1667,327.0,-3.15702,True
171,3,1007.1667,386.0,-3.57149,True
172,0,932.1667,203.0,-2.323012,True
172,1,956.1667,203.0,-2.349531,True
172,2,942.0,203.0,-2.333878,True
172,3,942.1667,203.0,-2.334062,True
173,0,928.0,203.0,-2.318408,True
173,1,935.0,203.0,-2.326143,True
173,2,910.0,203.0,-2.298518,True
173,3,912.1667,203.0,-2.300913,True
174,0,921.1667,203.0,-2.310857,True
174,1,926.1667,203.0,-2.316382,True
174,2,944.0,203.0,-2.336088,True
174,3,919.1667,203.0,-2.308647,True
175,0,957.0,386.0,-3.516057,True
175,1,946.0,203.0,-2.338297,True
175,2,939.1667,203.0,-2.330747,True
175,3,919.1667,203.0,-2.308647,True
176,0,953.0,203.0,-2.346032,True
176,1,1021.1667,386.0,-3.58696,True
176,2,914.0,203.0,-2.302938,True
176,3,937.1667,203.0,-2.328537,True
177,0,1000.1667,386.0,-3.563755,True
177,1,935.0,203.0,-2.326143,True
177,2,935.0,203.0,-2.326143,True
177,3,940.1667,203.0,-2.331852,True
178,0,928.0,203.0,-2.318408,True
178,1,916.1667,203.0,-2.305332,True
178,2,909.1667,203.0,-2.297598,True
178,3,914.0,203.0,-2.302938,True
179,0,919.1667,203.0,-2.308647,True
179,1,933.1667,279.0,-2.808193,True
179,2,925.1667,203.0,-2.315277,True
179,3,919.1667,203.0,-2.308647,True
180,0,924.1667,203.0,-2.314172,True
180,1,956.1667,203.0,-2.349531,True
180,2,928.0,203.0,-2.318408,True
180,3,937.1667,203.0,-2.328537,True
181,0,946.0,262.0,-2.714094,True
181,1,919.1667,203.0,-2.308647,True
181,2,913.1667,203.0,-2.302018,True
181,3,904.1667,203.0,-2.292073,True
182,0,939.0,203.0,-2.330563,True
182,1,938.1667,203.0,-2.329642,True
182,2,946.0,203.0,-2.338297,True
182,3,925.1667,203.0,-2.315277,True
183,0,946.0,203.0,-2.338297,True
183,1,942.1667,203.0,-2.334062,True
183,2,935.0,203.0,-2.326143,True
183,3,987.1667,386.0,-3.549391,True
184,0,946.0,203.0,-2.338297,True
184,1,928.0,203.0,-2.318408,True
184,2,914.0,203.0,-2.302938,True
184,3,936.1667,203.0,-2.327432,True
185,0,914.0,203.0,-2.302938,True
185,1,968.0,386.0,-3.528212,True
185,2,950.0,327.0,-3.132526,True
185,3,957.0,386.0,-3.516057,True
186,0,950.0,327.0,-3.132526,True
186,1,910.1667,203.0,-2.298703,True
186,2,921.1667,203.0,-2.310857,True
186,3,939.0,203.0,-2.330563,True
187,0,927.1667,203.0,-2.317487,True
187,1,975.1667,386.0,-3.536131,True
187,2,959.1667,327.0,-3.142655,True
187,3,937.1667,203.0,-2.328537,True
188,0,914.0,203.0,-2.302938,True
188,1,927.1667,203.0,-2.317487,True
188,2,941.1667,262.0,-2.708753,True
188,3,939.0,203.0,-2.330563,True
189,0,923.1667,203.0,-2.313067,True
189,1,913.1667,203.0,-2.302018,True
189,2,924.1667,203.0,-2.314172,True
189,3,928.1667,203.0,-2.318592,True
190,0,939.1667,321.0,-3.082339,True
190,1,915.8333,203.0,-2.304964,True
190,2,929.1667,203.0,-2.319697,True
190,3,930.1667,203.0,-2.320802,True
191,0,920.8333,203.0,-2.310489,True
191,1,928.0,203.0,-2.318408,True
191,2,919.1667,203.0,-2.308647,True
191,3,912.1667,203.0,-2.300913,True
192,0,912.1667,203.0,-2.300913,True
192,1,921.1667,203.0,-2.310857,True
192,2,942.1667,203.0,-2.334062,True
192,3,911.1667,203.0,-2.299808,True
193,0,934.1667,203.0,-2.325222,True
193,1,926.1667,203.0,-2.316382,True
193,2,932.1667,203.0,-2.323012,True
193,3,930.1667,203.0,-2.320802,True
194,0,950.0,327.0,-3.132526,True
194,1,914.1667,203.0,-2.303123,True
194,2,930.1667,203.0,-2.320802,True
194,3,928.0,203.0,-2.318408,True
195,0,928.0,203.0,-2.318408,True
195,1,922.1667,203.0,-2.311962,True
195,2,922.1667,203.0,-2.311962,True
195,3,946.0,203.0,-2.338297,True
196,0,946.0,203.0,-2.338297,True
196,1,930.1667,203.0,-2.320802,True
196,2,919.1667,203.0,-2.308647,True
196,3,913.1667,203.0,-2.302018,True
197,0,904.1667,203.0,-2.292073,True
197,1,1122.8333,659.0,-5.438152,True
197,2,919.1667,203.0,-2.308647,True
197,3,912.1667,203.0,-2.300913,True
198,0,945.1667,203.0,-2.337377,True
198,1,920.1667,203.0,-2.309752,True
198,2,927.1667,203.0,-2.317487,True
198,3,921.1667,203.0,-2.310857,True
199,0,928.0,203.0,-2.318408,True
199,1,957.0,386.0,-3.516057,True
199,2,921.1667,203.0,-2.310857,True
199,3,920.1667,203.0,-2.309752,True
200,0,922.1667,203.0,-2.311962,True
200,1,946.0,262.0,-2.714094,True
200,2,939.0,203.0,-2.330563,True
200,3,936.1667,203.0,-2.327432,True
201,0,922.8333,203.0,-2.312699,True
201,1,935.0,203.0,-2.326143,True
201,2,935.0,203.0,-2.326143,True
201,3,917.8333,203.0,-2.307174,True
202,0,933.1667,203.0,-2.324117,True
202,1,951.0,203.0,-2.343822,True
202,2,963.1667,203.0,-2.357266,True
202,3,935.0,203.0,-2.326143,True
203,0,972.1667,386.0,-3.532816,True
203,1,962.0,203.0,-2.355977,True
203,2,964.0,327.0,-3.147996,True
203,3,1007.0,386.0,-3.571306,True
204,0,925.1667,203.0,-2.315277,True
204,1,954.1667,262.0,-2.723118,True
204,2,954.1667,203.0,-2.347321,True
204,3,919.1667,203.0,-2.308647,True
205,0,935.0,262.0,-2.701939,True
205,1,945.8333,321.0,-3.089706,True
205,2,921.1667,203.0,-2.310857,True
205,3,924.1667,203.0,-2.314172,True
206,0,964.0,386.0,-3.523792,True
206,1,910.8333,203.0,-2.299439,True
206,2,992.1667,386.0,-3.554915,True
206,3,927.1667,203.0,-2.317487,True
207,0,912.8333,203.0,-2.301649,True
207,1,940.1667,203.0,-2.331852,True
207,2,924.1667,203.0,-2.314172,True
207,3,912.8333,203.0,-2.301649,True
208,0,940.1667,203.0,-2.331852,True
208,1,946.0,203.0,-2.338297,True
208,2,911.1667,203.0,-2.299808,True
208,3,919.1667,203.0,-2.308647,True
209,0,937.1667,203.0,-2.328537,True
209,1,927.1667,203.0,-2.317487,True
209,2,944.0,203.0,-2.336088,True
209,3,911.8333,203.0,-2.300544,True
210,0,940.1667,203.0,-2.331852,True
210,1,946.0,203.0,-2.338297,True
210,2,926.1667,203.0,-2.316382,True
210,3,922.1667,203.0,-2.311962,True
211,0,939.0,203.0,-2.330563,True
211,1,918.1667,203.0,-2.307542,True
211,2,950.0,327.0,-3.132526,True
211,3,919.1667,203.0,-2.308647,True
212,0,952.1667,323.0,-3.109443,True
212,1,929.1667,262.0,-2.695493,True
212,2,954.1667,323.0,-3.111653,True
212,3,926.1667,203.0,-2.316382,True
213,0,932.1667,262.0,-2.698808,True
213,1,939.1667,321.0,-3.082339,True
213,2,957.0,386.0,-3.516057,True
213,3,939.0,203.0,-2.330563,True
214,0,950.0,386.0,-3.508322,True
214,1,920.1667,203.0,-2.309752,True
214,2,946.0,321.0,-3.08989,True
214,3,921.1667,203.0,-2.310857,True
215,0,950.0,386.0,-3.508322,True
215,1,950.0,386.0,-3.508322,True
215,2,949.1667,386.0,-3.507402,True
215,3,939.0,262.0,-2.706359,True
216,0,938.1667,203.0,-2.329642,True
216,1,923.1667,203.0,-2.313067,True
216,2,950.0,327.0,-3.132526,True
216,3,950.0,386.0,-3.508322,True
217,0,918.1667,203.0,-2.307542,True
217,1,939.1667,321.0,-3.082339,True
217,2,939.1667,327.0,-3.120556,True
217,3,939.0,203.0,-2.330563,True
218,0,939.0,262.0,-2.706359,True
218,1,903.1667,203.0,-2.290968,True
218,2,918.1667,203.0,-2.307542,True
218,3,953.8333,327.0,-3.136762,True
219,0,911.1667,203.0,-2.299808,True
219,1,914.0,203.0,-2.302938,True
219,2,928.0,203.0,-2.318408,True
219,3,927.1667,203.0,-2.317487,True
220,0,946.0,203.0,-2.338297,True
220,1,913.1667,203.0,-2.302018,True
220,2,939.0,203.0,-2.330563,True
220,3,939.0,262.0,-2.706359,True
221,0,909.1667,203.0,-2.297598,True
221,1,926.1667,203.0,-2.316382,True
221,2,946.0,262.0,-2.714094,True
221,3,913.8333,203.0,-2.302754,True
222,0,914.0,203.0,-2.302938,True
222,1,939.0,262.0,-2.706359,True
222,2,942.1667,203.0,-2.334062,True
222,3,942.1667,203.0,-2.334062,True
223,0,932.1667,321.0,-3.074604,True
223,1,939.0,262.0,-2.706359,True
223,2,950.0,327.0,-3.132526,True
223,3,940.1667,203.0,-2.331852,True
224,0,962.8333,386.0,-3.522503,True
224,1,961.1667,386.0,-3.520661,True
224,2,928.0,203.0,-2.318408,True
224,3,939.0,203.0,-2.330563,True
225,0,928.0,203.0,-2.318408,True
225,1,913.1667,203.0,-2.302018,True
225,2,939.0,262.0,-2.706359,True
225,3,950.0,386.0,-3.508322,True
226,0,945.1667,203.0,-2.337377,True
226,1,917.1667,203.0,-2.306437,True
226,2,928.0,203.0,-2.318408,True
226,3,939.0,203.0,-2.330563,True
227,0,939.1667,262.0,-2.706543,True
227,1,946.0,203.0,-2.338297,True
227,2,925.1667,203.0,-2.315277,True
227,3,918.1667,203.0,-2.307542,True
228,0,929.1667,203.0,-2.319697,True
228,1,950.0,386.0,-3.508322,True
228,2,939.0,203.0,-2.330563,True
228,3,919.1667,203.0,-2.308647,True
229,0,928.0,203.0,-2.318408,True
229,1,950.0,386.0,-3.508322,True
229,2,950.0,386.0,-3.508322,True
229,3,939.0,262.0,-2.706359,True
230,0,932.1667,321.0,-3.074604,True
230,1,949.1667,262.0,-2.717593,True
230,2,928.1667,203.0,-2.318592,True
230,3,928.0,203.0,-2.318408,True
231,0,950.0,386.0,-3.508322,True
231,1,950.0,327.0,-3.132526,True
231,2,939.0,203.0,-2.330563,True
231,3,918.1667,203.0,-2.307542,True
232,0,950.0,327.0,-3.132526,True
232,1,943.1667,262.0,-2.710963,True
232,2,974.1667,386.0,-3.535026,True
232,3,950.0,327.0,-3.132526,True
233,0,939.0,203.0,-2.330563,True
233,1,914.1667,203.0,-2.303123,True
233,2,982.0,386.0,-3.543682,True
233,3,926.1667,203.0,-2.316382,True
234,0,914.0,203.0,-2.302938,True
234,1,929.1667,203.0,-2.319697,True
234,2,928.0,203.0,-2.318408,True
234,3,924.1667,203.0,-2.314172,True
235,0,919.1667,203.0,-2.308647,True
235,1,940.1667,203.0,-2.331852,True
235,2,950.0,386.0,-3.508322,True
235,3,1022.5,450.0,-3.996076,True
236,0,913.1667,203.0,-2.302018,True
236,1,941.1667,203.0,-2.332957,True
236,2,924.1667,203.0,-2.314172,True
236,3,932.1667,203.0,-2.323012,True
237,0,951.0,203.0,-2.343822,True
237,1,950.1667,203.0,-2.342902,True
237,2,927.1667,203.0,-2.317487,True
237,3,911.1667,203.0,-2.299808,True
238,0,1123.1667,766.0,-6.120049,True
238,1,1153.5,823.0,-6.516624,True
238,2,1082.8333,506.0,-4.419431,True
238,3,1079.3333,583.0,-4.906009,True
239,0,1002.8333,386.0,-3.566702,True
239,1,975.8333,386.0,-3.536868,True
239,2,1003.8333,386.0,-3.567807,True
239,3,938.8333,268.0,-2.744391,True
240,0,1059.8333,646.0,-5.285736,True
240,1,1001.0,386.0,-3.564676,True
240,2,989.8333,386.0,-3.552337,True
240,3,1010.0,386.0,-3.574621,True
241,0,960.1667,203.0,-2.353951,True
241,1,930.1667,203.0,-2.320802,True
241,2,958.1667,203.0,-2.351741,True
241,3,958.0,203.0,-2.351557,True
242,0,970.1667,203.0,-2.365001,True
242,1,960.1667,203.0,-2.353951,True
242,2,958.0,203.0,-2.351557,True
242,3,958.0,203.0,-2.351557,True
243,0,960.1667,203.0,-2.353951,True
243,1,968.1667,203.0,-2.362791,True
243,2,958.0,203.0,-2.351557,True
243,3,968.1667,203.0,-2.362791,True
244,0,971.1667,203.0,-2.366106,True
244,1,965.0,203.0,-2.359292,True
244,2,909.1667,203.0,-2.297598,True
244,3,965.0,203.0,-2.359292,True
245,0,939.0,203.0,-2.330563,True
245,1,958.0,203.0,-2.351557,True
245,2,958.0,203.0,-2.351557,True
245,3,967.1667,203.0,-2.361686,True
246,0,950.1667,203.0,-2.342902,True
246,1,958.0,203.0,-2.351557,True
246,2,945.1667,203.0,-2.337377,True
246,3,967.1667,203.0,-2.361686,True
247,0,958.0,203.0,-2.351557,True
247,1,976.1667,203.0,-2.371631,True
247,2,940.1667,203.0,-2.331852,True
247,3,958.0,203.0,-2.351557,True
248,0,967.1667,203.0,-2.361686,True
248,1,969.1667,203.0,-2.363896,True
248,2,942.1667,203.0,-2.334062,True
248,3,914.1667,203.0,-2.303123,True
249,0,903.0,203.0,-2.290784,True
249,1,950.0,327.0,-3.132526,True
249,2,934.1667,203.0,-2.325222,True
249,3,939.0,203.0,-2.330563,True
250,0,965.0,203.0,-2.359292,True
250,1,948.1667,203.0,-2.340692,True
250,2,951.0,203.0,-2.343822,True
250,3,929.1667,203.0,-2.319697,True
251,0,958.0,203.0,-2.351557,True
251,1,942.1667,203.0,-2.334062,True
251,2,974.1667,203.0,-2.369421,True
251,3,939.0,203.0,-2.330563,True
252,0,914.1667,203.0,-2.303123,True
252,1,939.0,203.0,-2.330563,True
252,2,944.0,203.0,-2.336088,True
252,3,939.0,262.0,-2.706359,True
253,0,939.0,262.0,-2.706359,True
253,1,955.1667,203.0,-2.348426,True
253,2,927.1667,203.0,-2.317487,True
253,3,932.1667,321.0,-3.074604,True
254,0,944.0,203.0,-2.336088,True
254,1,946.0,203.0,-2.338297,True
254,2,958.0,203.0,-2.351557,True
254,3,937.1667,203.0,-2.328537,True
255,0,939.0,262.0,-2.706359,True
255,1,939.0,262.0,-2.706359,True
255,2,954.1667,327.0,-3.13713,True
255,3,939.0,203.0,-2.330563,True
256,0,920.1667,203.0,-2.309752,True
256,1,917.1667,203.0,-2.306437,True
256,2,930.1667,203.0,-2.320802,True
256,3,939.0,262.0,-2.706359,True
257,0,939.0,262.0,-2.706359,True
257,1,1017.1667,203.0,-2.416935,True
257,2,916.1667,203.0,-2.305332,True
257,3,919.1667,203.0,-2.308647,True
258,0,1004.1667,386.0,-3.568175,True
258,1,950.0,327.0,-3.132526,True
258,2,911.1667,203.0,-2.299808,True
258,3,1019.1667,386.0,-3.58475,True
259,0,993.1667,203.0,-2.390415,True
259,1,928.0,203.0,-2.318408,True
259,2,939.0,262.0,-2.706359,True
259,3,953.0,203.0,-2.346032,True
260,0,926.1667,203.0,-2.316382,True
260,1,928.0,203.0,-2.318408,True
260,2,903.0,203.0,-2.290784,True
260,3,939.0,262.0,-2.706359,True
261,0,949.1667,386.0,-3.507402,True
261,1,940.1667,203.0,-2.331852,True
261,2,939.0,203.0,-2.330563,True
261,3,920.1667,203.0,-2.309752,True
262,0,935.1667,203.0,-2.326327,True
262,1,946.0,262.0,-2.714094,True
262,2,939.0,262.0,-2.706359,True
262,3,915.1667,203.0,-2.304228,True
263,0,914.0,203.0,-2.302938,True
263,1,950.0,327.0,-3.132526,True
263,2,922.1667,203.0,-2.311962,True
263,3,909.1667,203.0,-2.297598,True
264,0,929.1667,203.0,-2.319697,True
264,1,916.1667,203.0,-2.305332,True
264,2,914.0,203.0,-2.302938,True
264,3,951.0,203.0,-2.343822,True
265,0,951.0,203.0,-2.343822,True
265,1,919.1667,203.0,-2.308647,True
265,2,928.1667,203.0,-2.318592,True
265,3,928.0,203.0,-2.318408,True
266,0,950.0,386.0,-3.508322,True
266,1,923.1667,203.0,-2.313067,True
266,2,939.0,262.0,-2.706359,True
266,3,920.1667,203.0,-2.309752,True
267,0,939.0,262.0,-2.706359,True
267,1,950.0,327.0,-3.132526,True
267,2,922.1667,203.0,-2.311962,True
267,3,939.0,262.0,-2.706359,True
268,0,928.1667,262.0,-2.694388,True
268,1,929.1667,203.0,-2.319697,True
268,2,928.1667,203.0,-2.318592,True
268,3,927.1667,203.0,-2.317487,True
269,0,939.1667,321.0,-3.082339,True
269,1,939.0,262.0,-2.706359,True
269,2,939.1667,321.0,-3.082339,True
269,3,939.0,262.0,-2.706359,True
270,0,915.8333,203.0,-2.304964,True
270,1,950.0,327.0,-3.132526,True
270,2,904.1667,203.0,-2.292073,True
270,3,955.1667,203.0,-2.348426,True
271,0,918.1667,203.0,-2.307542,True
271,1,946.0,203.0,-2.338297,True
271,2,928.0,203.0,-2.318408,True
271,3,939.0,262.0,-2.706359,True
272,0,950.0,386.0,-3.508322,True
272,1,939.0,203.0,-2.330563,True
272,2,949.1667,386.0,-3.507402,True
272,3,918.1667,203.0,-2.307542,True
273,0,928.0,203.0,-2.318408,True
273,1,950.0,327.0,-3.132526,True
273,2,914.1667,203.0,-2.303123,True
273,3,950.0,327.0,-3.132526,True
274,0,957.0,386.0,-3.516057,True
274,1,946.0,321.0,-3.08989,True
274,2,918.1667,203.0,-2.307542,True
274,3,951.1667,262.0,-2.719803,True
275,0,944.0,203.0,-2.336088,True
275,1,921.1667,203.0,-2.310857,True
275,2,937.1667,203.0,-2.328537,True
275,3,943.1667,203.0,-2.335167,True
276,0,957.0,268.0,-2.764465,True
276,1,921.1667,203.0,-2.310857,True
276,2,929.1667,203.0,-2.319697,True
276,3,922.1667,203.0,-2.311962,True
277,0,939.0,262.0,-2.706359,True
277,1,970.1667,327.0,-3.15481,True
277,2,950.0,327.0,-3.132526,True
277,3,939.0,262.0,-2.706359,True
278,0,918.1667,203.0,-2.307542,True
278,1,928.0,203.0,-2.318408,True
278,2,911.1667,203.0,-2.299808,True
278,3,957.0,386.0,-3.516057,True
279,0,951.0,203.0,-2.343822,True
279,1,939.0,262.0,-2.706359,True
279,2,928.0,203.0,-2.318408,True
279,3,919.1667,203.0,-2.308647,True
280,0,912.1667,203.0,-2.300913,True
280,1,906.1667,203.0,-2.294283,True
280,2,920.1667,203.0,-2.309752,True
280,3,946.0,203.0,-2.338297,True
281,0,914.0,203.0,-2.302938,True
281,1,921.1667,203.0,-2.310857,True
281,2,924.1667,203.0,-2.314172,True
281,3,940.1667,203.0,-2.331852,True
282,0,904.1667,203.0,-2.292073,True
282,1,955.1667,203.0,-2.348426,True
282,2,935.0,203.0,-2.326143,True
282,3,918.1667,203.0,-2.307542,True
283,0,946.0,203.0,-2.338297,True
283,1,917.1667,203.0,-2.306437,True
283,2,919.1667,203.0,-2.308647,True
283,3,942.1667,203.0,-2.334062,True
284,0,919.1667,203.0,-2.308647,True
284,1,922.1667,203.0,-2.311962,True
284,2,914.1667,203.0,-2.303123,True
284,3,928.0,203.0,-2.318408,True
285,0,961.1667,327.0,-3.144865,True
285,1,939.0,262.0,-2.706359,True
285,2,957.0,386.0,-3.516057,True
285,3,939.0,262.0,-2.706359,True
286,0,913.1667,203.0,-2.302018,True
286,1,972.1667,327.0,-3.15702,True
286,2,915.8333,203.0,-2.304964,True
286,3,921.1667,203.0,-2.310857,True
287,0,918.1667,203.0,-2.307542,True
287,1,946.0,262.0,-2.714094,True
287,2,917.1667,203.0,-2.306437,True
287,3,919.1667,203.0,-2.308647,True
288,0,921.1667,203.0,-2.310857,True
288,1,950.0,386.0,-3.508322,True
288,2,917.1667,203.0,-2.306437,True
288,3,921.1667,203.0,-2.310857,True
289,0,951.0,203.0,-2.343822,True
289,1,919.1667,203.0,-2.308647,True
289,2,919.1667,203.0,-2.308647,True
289,3,922.1667,203.0,-2.311962,True
290,0,939.0,203.0,-2.330563,True
290,1,914.1667,203.0,-2.303123,True
290,2,939.0,262.0,-2.706359,True
290,3,922.1667,203.0,-2.311962,True
291,0,937.1667,203.0,-2.328537,True
291,1,921.1667,203.0,-2.310857,True
291,2,918.1667,203.0,-2.307542,True
291,3,1053.0,450.0,-4.029778,True
292,0,919.1667,203.0,-2.308647,True
292,1,927.1667,203.0,-2.317487,True
292,2,924.1667,203.0,-2.314172,True
292,3,921.1667,203.0,-2.310857,True
293,0,942.1667,203.0,-2.334062,True
293,1,919.1667,203.0,-2.308647,True
293,2,919.1667,203.0,-2.308647,True
293,3,919.1667,203.0,-2.308647,True
294,0,950.0,386.0,-3.508322,True
294,1,946.0,203.0,-2.338297,True
294,2,947.1667,203.0,-2.339587,True
294,3,942.1667,203.0,-2.334062,True
295,0,940.1667,203.0,-2.331852,True
295,1,939.0,203.0,-2.330563,True
295,2,914.1667,203.0,-2.303123,True
295,3,917.1667,203.0,-2.306437,True
296,0,922.1667,203.0,-2.311962,True
296,1,939.0,203.0,-2.330563,True
296,2,942.1667,203.0,-2.334062,True
296,3,919.1667,203.0,-2.308647,True
297,0,999.0,386.0,-3.562466,True
297,1,969.8333,386.0,-3.530238,True
297,2,969.8333,386.0,-3.530238,True
297,3,994.8333,386.0,-3.557862,True
298,0,938.1667,203.0,-2.329642,True
298,1,939.0,203.0,-2.330563,True
298,2,950.0,327.0,-3.132526,True
298,3,934.1667,262.0,-2.701018,True
299,0,1287.0,917.0,-7.262864,True
299,1,1327.8333,1081.0,-8.352569,True
299,2,1186.1667,779.0,-6.272465,True
299,3,1291.8333,917.0,-7.268204,True
300,0,1019.8333,522.0,-4.451728,True
300,1,1167.1667,701.0,-5.754655,True
300,2,1323.8333,1362.0,-10.137958,True
300,3,1254.8333,1126.0,-8.558531,True
301,0,1098.8333,722.0,-5.812907,True
301,1,994.8333,386.0,-3.557862,True
301,2,1141.1667,766.0,-6.139939,True
301,3,1177.1667,982.0,-7.555514,True
302,0,1145.3333,766.0,-6.144543,True
302,1,1065.5,583.0,-4.890724,True
302,2,981.0,386.0,-3.542577,True
302,3,949.1667,386.0,-3.507402,True
303,0,939.0,262.0,-2.706359,True
303,1,950.0,327.0,-3.132526,True
303,2,949.1667,386.0,-3.507402,True
303,3,918.1667,203.0,-2.307542,True
304,0,950.0,327.0,-3.132526,True
304,1,929.1667,262.0,-2.695493,True
304,2,939.0,262.0,-2.706359,True
304,3,939.0,203.0,-2.330563,True
305,0,950.0,327.0,-3.132526,True
305,1,949.1667,386.0,-3.507402,True
305,2,950.0,327.0,-3.132526,True
305,3,950.0,386.0,-3.508322,True
306,0,950.0,327.0,-3.132526,True
306,1,974.1667,203.0,-2.369421,True
306,2,929.1667,262.0,-2.695493,True
306,3,949.1667,203.0,-2.341797,True
307,0,950.0,327.0,-3.132526,True
307,1,924.1667,203.0,-2.314172,True
307,2,976.1667,203.0,-2.371631,True
307,3,970.0,279.0,-2.848893,True
308,0,903.1667,203.0,-2.290968,True
308,1,950.0,327.0,-3.132526,True
308,2,950.0,386.0,-3.508322,True
308,3,918.1667,203.0,-2.307542,True
309,0,944.0,203.0,-2.336088,True
309,1,914.1667,203.0,-2.303123,True
309,2,939.0,262.0,-2.706359,True
309,3,950.0,386.0,-3.508322,True
310,0,950.0,386.0,-3.508322,True
310,1,939.0,262.0,-2.706359,True
310,2,929.1667,262.0,-2.695493,True
310,3,950.0,386.0,-3.508322,True
311,0,1152.3333,766.0,-6.152277,True
311,1,1034.8333,386.0,-3.602061,True
311,2,1120.8333,626.0,-5.225751,True
311,3,1226.8333,1026.0,-7.890649,True
312,0,973.1667,203.0,-2.368316,True
312,1,944.0,203.0,-2.336088,True
312,2,910.1667,203.0,-2.298703,True
312,3,942.1667,203.0,-2.334062,True
313,0,958.0,203.0,-2.351557,True
313,1,939.0,262.0,-2.706359,True
313,2,973.1667,203.0,-2.368316,True
313,3,958.0,203.0,-2.351557,True
314,0,937.1667,203.0,-2.328537,True
314,1,946.0,203.0,-2.338297,True
314,2,951.0,203.0,-2.343822,True
314,3,976.1667,203.0,-2.371631,True
315,0,936.1667,386.0,-3.493037,True
315,1,921.1667,203.0,-2.310857,True
315,2,939.0,203.0,-2.330563,True
315,3,940.1667,203.0,-2.331852,True
316,0,939.0,203.0,-2.330563,True
316,1,939.0,203.0,-2.330563,True
316,2,939.0,262.0,-2.706359,True
316,3,919.1667,203.0,-2.308647,True
317,0,946.0,203.0,-2.338297,True
317,1,957.0,386.0,-3.516057,True
317,2,946.0,203.0,-2.338297,True
317,3,946.0,203.0,-2.338297,True
318,0,921.1667,203.0,-2.310857,True
318,1,918.1667,203.0,-2.307542,True
318,2,932.1667,262.0,-2.698808,True
318,3,932.1667,262.0,-2.698808,True
319,0,932.1667,321.0,-3.074604,True
319,1,919.1667,203.0,-2.308647,True
319,2,939.0,203.0,-2.330563,True
319,3,918.1667,203.0,-2.307542,True
320,0,950.0,327.0,-3.132526,True
320,1,918.1667,203.0,-2.307542,True
320,2,939.1667,386.0,-3.496352,True
320,3,950.0,386.0,-3.508322,True
321,0,906.1667,203.0,-2.294283,True
321,1,939.0,262.0,-2.706359,True
321,2,914.0,203.0,-2.302938,True
321,3,914.0,203.0,-2.302938,True
322,0,932.1667,203.0,-2.323012,True
322,1,936.8333,327.0,-3.117978,True
322,2,1002.0,386.0,-3.565781,True
322,3,919.1667,203.0,-2.308647,True
323,0,914.0,203.0,-2.302938,True
323,1,921.1667,203.0,-2.310857,True
323,2,950.0,327.0,-3.132526,True
323,3,939.1667,321.0,-3.082339,True
324,0,950.0,386.0,-3.508322,True
324,1,928.1667,203.0,-2.318592,True
324,2,950.0,386.0,-3.508322,True
324,3,939.0,203.0,-2.330563,True
325,0,950.0,327.0,-3.132526,True
325,1,918.1667,203.0,-2.307542,True
325,2,939.0,262.0,-2.706359,True
325,3,950.0,327.0,-3.132526,True
326,0,950.0,327.0,-3.132526,True
326,1,939.0,262.0,-2.706359,True
326,2,950.0,386.0,-3.508322,True
326,3,950.0,327.0,-3.132526,True
327,0,923.0,262.0,-2.688679,True
327,1,949.1667,386.0,-3.507402,True
327,2,950.0,327.0,-3.132526,True
327,3,950.0,386.0,-3.508322,True
328,0,950.0,386.0,-3.508322,True
328,1,968.0,386.0,-3.528212,True
328,2,950.0,327.0,-3.132526,True
328,3,1001.1667,386.0,-3.56486,True
329,0,939.1667,321.0,-3.082339,True
329,1,939.0,262.0,-2.706359,True
329,2,959.0,386.0,-3.518267,True
329,3,982.0,386.0,-3.543682,True
330,0,922.1667,203.0,-2.311962,True
330,1,950.0,327.0,-3.132526,True
330,2,939.0,203.0,-2.330563,True
330,3,913.1667,203.0,-2.302018,True
331,0,950.0,327.0,-3.132526,True
331,1,958.0,203.0,-2.351557,True
331,2,934.1667,262.0,-2.701018,True
331,3,923.1667,203.0,-2.313067,True
332,0,950.0,386.0,-3.508322,True
332,1,936.1667,321.0,-3.079024,True
332,2,939.0,203.0,-2.330563,True
332,3,950.0,327.0,-3.132526,True
333,0,929.1667,321.0,-3.071289,True
333,1,939.0,262.0,-2.706359,True
333,2,939.0,203.0,-2.330563,True
333,3,950.0,327.0,-3.132526,True
334,0,928.0,203.0,-2.318408,True
334,1,919.1667,203.0,-2.308647,True
334,2,939.1667,321.0,-3.082339,True
334,3,912.8333,203.0,-2.301649,True
335,0,993.0,386.0,-3.555836,True
335,1,939.0,203.0,-2.330563,True
335,2,959.1667,386.0,-3.518451,True
335,3,950.0,386.0,-3.508322,True
336,0,957.0,327.0,-3.140261,True
336,1,939.0,203.0,-2.330563,True
336,2,1000.0,386.0,-3.563571,True
336,3,914.1667,203.0,-2.303123,True
337,0,939.0,321.0,-3.082155,True
337,1,939.0,262.0,-2.706359,True
337,2,959.1667,386.0,-3.518451,True
337,3,939.0,262.0,-2.706359,True
