episode,makespan_mean,cost_mean,runtime_sec,steps_mean,upper_reward_mean,lower_reward_mean,total_reward_mean,done_rate
1,3614.111111111111,4815.666666666667,21.054397300002165,237.33333333333334,-12.490968205683803,-12.490968205683803,-24.981936411367606,1.0
2,3449.5,4508.0,21.085157399997115,231.33333333333334,-11.701223435286268,-11.701223435286268,-23.402446870572536,1.0
3,3399.7777777777774,4197.0,21.888067799969576,227.5,-10.917507639525514,-10.917507639525514,-21.835015279051028,1.0
4,3260.8611111111113,4013.1666666666665,20.734188199974597,222.83333333333334,-10.440558275689638,-10.440558275689638,-20.881116551379275,1.0
5,3251.9166666666665,3340.3333333333335,21.18924480001442,215.16666666666666,-8.757356793621689,-8.757356793621689,-17.514713587243378,1.0
6,3113.5833333333335,2701.1666666666665,20.421483400044963,203.83333333333334,-7.142147019196042,-7.142147019196042,-14.284294038392083,1.0
7,2830.888888888889,1965.5,20.238850599969737,193.0,-5.267640601994611,-5.267640601994611,-10.535281203989221,1.0
8,2553.75,1236.0,19.16549580008723,181.83333333333334,-3.409245353779483,-3.409245353779483,-6.818490707558966,1.0
9,2494.666666666667,969.5,18.961825299891643,176.5,-2.735609321610135,-2.735609321610135,-5.47121864322027,1.0
10,2622.2222222222226,1014.1666666666666,19.160358200082555,176.83333333333334,-2.8632217615356854,-2.8632217615356854,-5.726443523071371,1.0
11,2362.166666666667,760.5,18.562123299925588,173.16666666666666,-2.1965454412867746,-2.1965454412867746,-4.393090882573549,1.0
12,2382.277777777778,781.3333333333334,19.030580000020564,174.16666666666666,-2.2511428730171965,-2.2511428730171965,-4.502285746034393,1.0
13,2294.388888888889,861.1666666666666,19.475694000022486,174.5,-2.4397391796538614,-2.4397391796538614,-4.879478359307723,1.0
14,2376.6944444444443,655.6666666666666,19.11183940002229,172.16666666666666,-1.9362782315192935,-1.9362782315192935,-3.872556463038587,1.0
15,2493.444444444445,682.3333333333334,17.99375120003242,172.66666666666666,-2.017539864433148,-2.017539864433148,-4.035079728866296,1.0
16,2352.472222222222,700.1666666666666,18.09902379999403,173.0,-2.0445002014056732,-2.0445002014056732,-4.0890004028113465,1.0
17,2457.638888888889,629.3333333333334,19.41107709996868,172.16666666666666,-1.8805637969830826,-1.8805637969830826,-3.7611275939661653,1.0
18,2686.277777777778,806.0,17.957927999901585,174.66666666666666,-2.350812706614442,-2.350812706614442,-4.701625413228884,1.0
